sub_id,door_win,door_loss
1001,"['0.7390668988', '0.9131115079', '2.129731894', '2.880264997', '3.303145885', '4.088928699', '1.402195215', '2.212857962', '1.951861978', '2.107368708', '3.356190443', '3.943516731', '3.044465065', '3.694386959', '1.645433903', '1.51174593', '1.301964402', '1.069269061', '1.164240003', '4.368603706', '3.956731796', '2.512731791', '1.679584026', '0.09568435699', '-1.057958722', '-0.7149121761', '2.35023427', '2.729207516', '3.743900537', '3.606229544', '3.36683321', '3.568065405', '4.186724186', '3.68555975', '3.323667049', '3.688416958', '3.295278311', '3.060909986', '3.310724735', '4.160429478', '3.975644827', '3.187800407', '3.636941433', '2.881149054', '2.569046974', '1.367566943', '0.4778200388', '1.001069069', '2.936770439', '3.003126144', '2.664836884', '2.053412437', '0.3488071263', '-1.372396469', '-1.653423071', '-1.544198513', '-1.499446511', '5.423157215', '4.527595043', '4.158087254', '3.974428654', '4.465682507', '3.269236326', '3.182079315', '2.534582615', '2.582435846', '2.204430103', '4.028582573', '3.705527306', '2.89013648', '2.829731941', '2.601948261', '3.011932135', '2.522085667', '1.133298993', '2.577475548', '3.091650486', '3.165777922', '2.714918613', '2.50191617', '1.721972585', '1.044618726', '0.715246737', '1.43301034', '1.92280376', '1.774365306', '1.491354823', '1.680323005', '0.9603641033', '-0.7505359054', '-1.429200292', '-1.520498395', '-1.640173554', '5.569620609', '5.077004433', '4.419609547', '4.211041451', '5.059050083', '4.875977993', '4.850325108', '3.997733355', '4.33607626', '4.168926239', '3.905625105', '4.018156052', '3.213899136', '2.668002367', '1.80011332', '4.054648399', '3.495926857', '2.281259298', '1.969418406', '2.371196508', '2.245303631', '0.9943116903', '-0.2507512271', '2.663868427', '2.996791363', '2.937069654', '2.330106497', '1.863591194', '1.970124006', '1.450082064', '0.1754778475', '1.61492908', '2.211918116', '1.57980907', '1.396039844', '1.112774372', '-0.06824146211', '-0.9155935645', '-0.9430245161', '-1.146785736', '5.178739071', '4.826377869', '4.630984306', '5.067472458', '4.64450407', '5.35457325', '5.202661991', '5.081276417', '4.319698811', '4.277341366', '4.164070129', '3.948346615', '4.667424679', '4.742287636', '4.891089439', '4.488811016', '3.833379507', '2.977671623', '4.697816372', '3.920707941', '2.646813631', '2.562198877', '3.184469223', '3.25850153', '1.569070458', '0.3984232545', '3.871123791', '3.362869024', '2.410971165', '2.015761614', '2.380161762', '2.224040031', '1.459107995', '1.704644203', '1.215953588', '0.7630007863', '1.430829167', '1.798927307', '1.574019194', '4.465666771', '5.26466465', '4.850108147', '4.423975468', '4.917980194', '4.59180212', '4.720853806', '4.567735195', '4.183643341', '3.606398821', '3.925772905', '4.069442272', '4.129013062', '4.351837635', '3.934883595', '4.14647913', '4.166778088', '3.495220423', '2.850235939', '4.913681984', '4.044565201', '2.90640521', '3.23716116', '2.517030954', '1.465342164', '2.509907007', '2.643798113', '2.377722502', '2.187132359', '2.746921539', '3.019127369', '0.1335054934', '0.01019593608', '0.6250604987', '1.418733597', '1.671385169', '1.259425282', '-0.1329585016', '4.887318611', '5.224418163', '4.591772079', '3.507606506', '3.751862288', '3.976867199', '4.816733837', '3.748019218', '3.646413565', '3.490231037', '3.47350502', '3.58371973', '5.280346394', '3.62347126', '2.881552219', '3.291792631', '3.315233946', '3.131975889', '2.898655891', '5.019295216', '3.435664892', '2.536738157', '2.081585646', '3.186624289', '3.081236362', '3.021942616', '2.104656696', '1.057090163', '1.46170032', '2.196835756', '1.180048466', '1.567994475', '1.223760486', '0.6835512519', '0.3906787932', '0.6982240677', '-0.1137649119', '0.06928852946', '0.5413694382', '0.1973489225', '0.2899881601', '0.4649226665', '0.1803103685', '-0.6401169896', '-1.101052761', '-1.438629627', '-0.06015117466', '-0.2507439852', '-0.2894312739', '-0.6072452068', '-1.225247264', '-1.62811625', '-1.565523863', '3.848606825', '4.229324341', '3.994304657', '2.643079281', '2.04899168', '3.257738352', '4.154967308', '3.283619404', '3.953750134', '4.15698576', '3.877724886', '3.564166546', '3.22607255', '2.607798576', '3.27323246', '3.585309505', '3.510761023', '3.245670795', '4.276769638', '3.23984313', '2.569534302', '2.105268002', '1.202737451', '2.750918627', '3.596868992', '3.418336153', '2.380297899', '0.03767790645', '0.8814243078', '2.423852444', '2.423612595', '1.336904764', '0.3715594113', '-0.04444895312', '0.1641544849', '0.296004355', '0.2292719483', '2.047178984', '1.466530442', '0.7203483582', '0.148849085', '-0.235912025', '-0.6944544315', '-0.7754561901', '0.9061380029', '0.1962960362', '-0.2398647368', '-0.5298320055', '-0.9003501534', '-1.096418262', '2.943995953', '4.661262512', '3.942319393', '3.018805027', '3.67068243', '3.333193064', '2.985304594', '3.022417545', '4.356748104', '4.575223923', '4.288106441', '2.983419418', '2.529765368', '3.253855228', '4.018218517', '3.757416248', '3.711258411', '2.335994005', '0.9751439691', '3.165214777', '5.107167721', '4.721065521', '4.315832138', '2.934051275', '4.049270153', '4.255439758', '4.405856133', '2.662269831']","['-0.00437709596', '0.2622262239', '1.257365465', '2.106232643', '2.834209919', '3.716669559', '0.6127519011', '1.790323973', '1.813469172', '2.114018202', '3.032869339', '3.405869007', '2.183087349', '3.464198112', '2.222842932', '2.387123346', '1.817633986', '0.8319930434', '0.04351993278', '3.218941689', '3.348920822', '2.452073097', '2.371487856', '1.070605755', '-0.6199073195', '-1.623059869', '1.32864368', '1.520201683', '1.848262906', '1.863987923', '2.322996616', '2.790035248', '3.198475838', '2.390804768', '2.043281317', '2.377849102', '2.613259554', '2.523715019', '2.351627588', '3.053518295', '2.661634684', '1.716470957', '2.334167719', '2.280153751', '2.766839266', '1.721206307', '0.5420318246', '0.4252231419', '0.9371433854', '1.060977221', '1.033596039', '1.807908893', '0.8166584969', '-0.9918439388', '-1.505264997', '-1.135527015', '-1.231987357', '4.075817585', '3.474873781', '3.546232939', '2.921311378', '3.089937925', '2.183710098', '2.362295389', '1.753659368', '1.282499194', '0.3593287766', '3.402144194', '2.915815115', '2.303746939', '2.064226866', '1.464144349', '1.667879581', '0.8567945361', '-0.6242865324', '2.39970541', '2.19877243', '2.214669228', '2.005460024', '2.223967791', '1.617954373', '0.9528743029', '0.4349978566', '0.2948302329', '0.4404396117', '0.0398847498', '-0.1080198064', '0.9226364493', '0.6943157315', '-0.7330716848', '-0.9336971045', '-1.308388948', '-1.114644408', '4.707281113', '4.90731144', '4.618253708', '4.11907053', '4.464474678', '4.685708523', '4.854241371', '3.863940716', '3.543164253', '3.642229319', '3.827675104', '4.087290287', '3.204174757', '2.269476414', '0.7766823173', '3.821242809', '3.25784111', '2.383216858', '2.192795038', '2.306738377', '1.691940188', '-0.1300166994', '-1.60249877', '2.588900805', '2.579436302', '2.603964329', '2.246495962', '2.07646966', '1.923500896', '0.866846323', '-0.5114094019', '1.027815342', '1.508923769', '0.8930309415', '1.263858318', '0.8410866857', '-0.4751175642', '-1.04778111', '-0.9885182381', '-0.9942312837', '5.176472187', '4.788904667', '3.900184155', '4.15548563', '4.088409424', '5.026652336', '5.083242893', '4.991211891', '3.61710453', '3.459373713', '3.555375814', '3.515119314', '4.083685398', '4.423013687', '4.841290474', '4.0349226', '2.938104868', '2.330237865', '4.210299015', '3.494497061', '2.635039806', '2.976531029', '3.573637486', '3.177462816', '1.18194747', '-0.4645406604', '3.040619373', '2.38912487', '1.763296366', '1.897293329', '2.395906925', '1.592991352', '0.6183902025', '0.6926807761', '0.1770730019', '-0.2294315994', '0.8739082217', '1.644500017', '1.152141929', '4.016458988', '4.777908802', '4.318685532', '3.44261384', '3.813048363', '3.683525085', '3.7920928', '4.063701153', '3.767520666', '2.57871747', '2.792285204', '3.145989895', '3.420049906', '3.41631937', '3.610457182', '4.051506042', '3.35976243', '2.017737865', '1.863801122', '4.406514645', '3.548248768', '2.826581717', '2.792392015', '1.904893517', '0.7065318823', '1.682361126', '1.563668489', '1.303123713', '1.626561522', '1.917291641', '2.001937151', '-0.5156501532', '-0.9864611626', '-0.7064709663', '0.6653208137', '1.379873872', '0.519682467', '-1.393285394', '4.339591503', '4.653560638', '4.26410675', '2.880620956', '2.895806313', '2.948575497', '3.914297581', '3.724591732', '3.752835751', '3.158803225', '2.742402077', '2.472236156', '4.192200661', '3.365061045', '3.064267874', '3.45723629', '3.020276308', '2.304911613', '1.84807539', '4.660207272', '3.460515499', '2.686737061', '1.259190321', '2.220420837', '2.436157703', '2.336440325', '1.688708544', '0.7561336756', '0.4815853536', '1.091018677', '0.3897937834', '0.4810830951', '0.6476924419', '0.563128531', '-0.1412929446', '-0.3362836838', '-0.05910322443', '-0.444619447', '0.002248592675', '-0.3013637066', '-0.3759156764', '0.01264460944', '-0.2629649937', '-1.240059495', '-1.78636682', '-1.612641573', '-0.4004772604', '-0.764865756', '-0.9963768125', '-1.329216003', '-1.853271008', '-2.151366234', '-1.771216989', '3.63422513', '3.705744982', '4.258812428', '2.757645607', '1.899774075', '2.526997805', '3.693436384', '3.964112043', '4.603032112', '4.540038586', '4.03259325', '2.96628952', '3.166894913', '2.868729115', '3.551966906', '3.518245697', '3.050498962', '2.35571146', '3.667390823', '3.035362959', '2.513851881', '2.231490374', '0.611435771', '2.105638504', '3.066082954', '2.998457193', '2.112310886', '0.7122526169', '0.3196076453', '2.071889162', '2.03280282', '1.233035445', '0.3826571703', '-0.4015050828', '-0.6705418825', '1.059229016', '0.1074595228', '0.9345508218', '1.128845215', '0.6539082527', '0.352306217', '-0.3403640985', '-1.112532616', '-1.411665559', '0.1556004137', '0.0274797678', '-0.2323842943', '-0.9035989642', '-1.392321825', '-1.708317995', '2.985952377', '4.629907608', '4.227421761', '3.360616922', '3.036584139', '2.449056625', '3.001179934', '3.353921413', '4.382296562', '4.631710052', '4.470406532', '2.588065147', '2.399176359', '2.474128008', '3.048638582', '2.905336142', '3.107994795', '1.686706305', '0.7413288951', '2.702069044', '4.171515942', '4.038414955', '4.126805305', '2.268151522', '3.289293289', '3.74623847', '4.157111645', '1.770435452']"
1006,"['0.5858286023', '-1.289321065', '-2.270969868', '-0.928763628', '1.035067677', '1.496965766', '0.7442848086', '-0.3029643893', '-1.844395399', '-2.375452042', '-1.430867434', '-0.2754603922', '1.226421833', '1.744810939', '0.2712469101', '-1.141504884', '-0.8029680848', '-0.1217626408', '1.082469344', '0.3845585287', '1.652596354', '1.492153645', '0.6389267445', '0.4026910067', '0.5551891327', '0.369169116', '0.5804154873', '1.143120408', '-0.4957211316', '-1.342685461', '-0.05858590081', '0.6031138301', '-0.1097817048', '-1.518380165', '1.37963891', '0.01573398523', '-1.088033199', '-1.116663575', '-0.4335794449', '-0.03822324425', '-0.02353286743', '1.115480781', '1.567691922', '0.6576195955', '-0.01118855737', '0.3043925762', '0.5680119991', '1.136342645', '0.4692403972', '0.8277522326', '0.9926871061', '0.8066537976', '0.3717240989', '0.5268700719', '0.8655303717', '0.3394795358', '0.4835809171', '2.26415801', '1.75338757', '0.9024761319', '2.106453896', '1.906924129', '1.73219502', '1.582820058', '0.791464746', '-0.4227373004', '-1.907341361', '2.082659483', '1.60095799', '1.349328041', '1.106851578', '0.9610549808', '0.4504528344', '-0.1899626404', '-1.323643923', '0.6425464749', '1.161591053', '1.874018788', '2.085197449', '1.450922847', '0.7790231705', '1.086292386', '1.507770777', '0.495913893', '0.6234277487', '1.433093071', '1.736014247', '1.395007014', '0.3252417445', '0.3424859643', '0.4759688377', '0.3266938627', '0.705486536', '2.254672766', '1.297824383', '1.628175974', '0.7474326491', '2.468745232', '1.975611091', '2.19614172', '1.476216197', '1.754115343', '1.999922872', '2.150860786', '2.250843763', '1.165333509', '-0.2986085713', '-0.6894440651', '1.799780607', '1.749429345', '1.761326432', '1.322122574', '0.8058535457', '-0.01532223541', '0.1171295866', '0.129585132', '0.5907722116', '1.261081696', '1.660038829', '1.314629912', '0.682385385', '0.5203447342', '0.01348221954', '0.8803883195', '-0.1796767712', '0.931717217', '1.369467616', '0.4354354143', '0.1577146202', '0.2330936342', '0.128749609', '-0.5412458777', '-0.5018768907', '0.8062230349', '1.310710192', '1.127320886', '-0.9801276922', '-2.544841766', '2.076450348', '1.395939708', '1.723666906', '1.650505424', '-0.1493088007', '-1.098285675', '1.21902287', '1.434561372', '1.335531235', '1.70285666', '1.34326601', '-0.2360680103', '-0.3316316903', '1.902019024', '1.570299029', '1.125718951', '0.8136318922', '0.4302027225', '-0.08995773643', '0.1051144376', '0.6792587042', '0.849892199', '1.142257571', '0.9630506635', '0.6114256382', '0.4073685706', '0.4759164155', '0.8001514673', '-0.2166038752', '-0.006543230265', '-0.2026617825', '-0.6613470316', '-0.3036179543', '0.4460381866', '1.813054323', '0.1390440315', '0.2058890313', '0.1696318835', '-0.4480911791', '-0.9109531641', '2.167210817', '0.8707976341', '1.098009944', '1.565281272', '0.7588179708', '-0.2094715089', '1.155001521', '1.277924895', '0.4878824651', '0.8383224607', '1.403886914', '0.4239480197', '-0.153984651', '1.138034225', '0.9400758743', '0.2992267609', '-0.8030860424', '-0.7551909685', '0.04831239209', '1.141707897', '0.8467526436', '0.1576031446', '0.09109769017', '-0.2465658486', '-0.4134427905', '0.4563239813', '0.5270118713', '-0.0004877691099', '-0.5508618951', '-0.5048542619', '-0.00465520937', '0.7143775821', '2.419541121', '1.169526339', '-0.4613412023', '-0.6644943953', '-0.3693228364', '-0.8758981824', '1.657472849', '0.99732095', '0.2728688717', '0.6290380359', '0.1636236459', '-0.6650717258', '1.080003619', '1.101815939', '0.02805138379', '-0.3813754618', '0.1268537492', '-0.2213003337', '-0.818549037', '0.3184257448', '0.2375859767', '-0.5911678076', '0.8628994823', '0.6422402263', '0.371480763', '-0.008720897138', '-0.4377938211', '0.5526948571', '2.582511425', '0.2179750651', '0.8804086447', '0.4214855433', '-0.08882516623', '-0.5004027486', '-0.4495663941', '-0.2707658112', '1.453845501', '2.769954205', '0.06414613128', '0.3152635098', '-0.2784843445', '0.1369015574', '0.7399538159', '0.7165846825', '1.029964805', '-0.0770798102', '-0.1592364907', '-1.174253225', '0.1532633007', '1.870792985', '1.652227402', '1.462856889', '-0.04958452284', '1.69058156', '1.494014263', '-0.8020284772', '-0.773324728', '-0.3369454741', '-1.011803985', '0.7434074879', '1.226734519', '0.1195350736', '-0.3199227154', '-0.786872685', '-1.250140548', '1.007217646', '0.4612153769', '-0.1083241999', '0.2012637854', '1.386121273', '1.5839082', '-1.081847906', '-0.02486609854', '-0.6494897604', '-0.7596993446', '1.291790366', '0.134094134', '-0.08455250412', '0.3040940762', '-0.1428916901', '0.7254226208', '2.310083628', '1.146711946', '0.9257135987', '0.6337594986', '0.6062963009', '-0.04543181136', '-0.4091612101', '1.046450734', '2.83386302', '0.4114874303', '1.282156706', '0.3884630799', '1.279573679', '1.986833453', '1.280657172', '0.6034336686', '0.2290883362', '-1.488585234', '1.261160851', '2.651156664', '1.952027082', '0.7766632438', '-0.02383512445', '-0.8251954913', '-0.6668381691', '-0.8207535744', '-0.8364932537', '-0.2902659178', '-0.1128039211', '-0.2534005046', '-0.3906389475', '-0.3239962161', '-0.2515747249', '0.1764276177', '-0.0113692712', '0.1922566146', '0.09220833331', '0.2997407913', '0.309956342', '0.1079464182', '0.9778790474', '-1.0921731', '-0.1655973196', '0.1718833745', '0.2760666609', '-0.8527987599', '-0.1681806296', '0.3083764017', '0.7846278548', '-0.7714447379']","['1.348602653', '0.001613533706', '-0.5069651008', '-0.1041644886', '1.39530313', '2.346329689', '1.457094669', '0.3614030778', '-0.1016335785', '-0.08989885449', '-0.41250664', '-0.2552901208', '2.403140068', '1.713828444', '0.9255430102', '1.153202653', '1.385415673', '0.6942831278', '1.196953297', '2.224061012', '2.068651676', '1.979201317', '2.832444906', '3.008452177', '1.980742335', '1.120152712', '0.1338882744', '0.8885356188', '-0.1240892187', '-0.2782065868', '0.846724093', '1.230003357', '0.4109282792', '-0.4583894312', '1.554424405', '0.6165850759', '0.4077855051', '0.964468956', '0.7582235932', '0.05348850414', '0.3549040556', '1.923424244', '2.043573141', '1.507010221', '1.9890517', '2.696011066', '2.366250992', '1.533679247', '1.581745267', '1.716707945', '1.635569572', '2.471449375', '2.821822166', '2.509262085', '1.876051426', '2.051901579', '1.851002455', '0.5090264678', '0.5436127782', '0.3203867674', '1.157139182', '1.111658931', '0.9597335458', '1.006603241', '0.3715711236', '-0.7308276296', '-1.067237377', '2.167810917', '2.257689476', '2.211344481', '1.679395795', '1.025272846', '0.2982889116', '-0.09780869633', '-0.3256726861', '1.26624012', '1.661041498', '2.264477253', '2.658059359', '2.313939571', '1.703796387', '1.273555994', '0.2752233446', '0.7591401339', '0.8251017332', '1.492392421', '1.909352183', '1.821374059', '1.248212814', '0.7062059045', '-0.02542892657', '0.7617961168', '1.099385619', '0.382665962', '-0.3935838342', '0.6011564136', '0.2849011719', '0.2829060256', '0.6414088011', '1.238982916', '0.2204000652', '1.599161625', '1.526306748', '1.66812098', '1.38955164', '0.234645173', '-1.023437977', '-1.015151381', '2.270689964', '2.705554962', '2.780109882', '1.90340507', '1.094618917', '-0.1080182418', '-0.8097621202', '-0.9027346969', '1.063008666', '1.700410843', '2.248859406', '2.395596266', '1.848101854', '1.270494103', '-0.1286039203', '-0.8378093839', '-0.7725864649', '0.1818959117', '1.025079489', '0.7749762535', '0.5155126452', '-0.4515771866', '-0.8920093179', '-1.12709856', '-0.572974205', '-0.3652398586', '0.5936064124', '0.4491458237', '-1.322784424', '-1.893995404', '0.6602163315', '0.9306877255', '1.398383975', '0.7619156241', '-1.193254709', '-1.40324676', '1.101518273', '1.486602545', '1.68845439', '1.664792299', '0.6173464656', '-0.906077683', '-0.8850803375', '1.799605846', '2.176863194', '2.375339985', '2.338470221', '1.742364407', '0.02671923861', '-0.6843717694', '-0.2857083082', '0.2368986607', '0.5522446036', '1.280382276', '2.005518198', '1.743285894', '0.6587330699', '-0.008307478391', '-1.298368216', '-1.459191561', '-0.4168106019', '0.1680339575', '0.4643373787', '0.9218828082', '0.4322292805', '0.1787390858', '0.5636190772', '0.5930640101', '0.073843427', '-0.6988497376', '1.219679475', '1.731916189', '1.852208495', '1.699043751', '0.9604716301', '-0.4123256803', '0.6723018289', '1.548702955', '2.062147379', '2.521362543', '2.097329855', '0.8822341561', '-0.1908192933', '0.6944541335', '1.982954025', '2.310404778', '1.013573527', '0.5341292024', '0.774207592', '0.2907370329', '0.178561151', '1.194954515', '2.123066425', '1.344439983', '1.047357678', '-0.3729605079', '-0.7195873857', '0.4009382725', '0.9384610653', '0.9744885564', '1.21192205', '2.268197298', '0.9521471262', '0.80609864', '0.6272981167', '0.5982191563', '0.4657589197', '-0.5269708633', '0.7042310238', '2.210724831', '1.823646426', '1.668119669', '1.053551912', '-0.5576470494', '0.425956279', '1.237257242', '2.407362223', '1.961512089', '1.567611337', '0.5228098631', '-0.4676150084', '0.7311279774', '2.322482586', '2.158628941', '0.8857232332', '0.3422334492', '0.2572207749', '1.737905264', '1.916132689', '0.9808815122', '2.679616928', '0.580920577', '0.2956462204', '1.455752254', '1.555899262', '1.157447338', '1.505850792', '1.912969708', '1.433654189', '1.74550426', '-0.1240687147', '-0.06509877741', '0.6360825896', '1.573733211', '2.248035669', '2.815757275', '3.607847214', '2.688627958', '-0.2246150672', '0.05438035354', '1.374926925', '2.894332409', '3.164115906', '3.603243589', '2.579242706', '-0.3562470078', '0.2998307347', '0.4508168995', '0.3005715907', '0.4837031364', '-0.3385010958', '-0.2819317281', '1.725114465', '1.684726238', '0.9881714582', '0.6424738169', '-0.604354322', '1.336808443', '2.404578686', '1.771226287', '1.420538545', '1.126778364', '0.5890573859', '0.3492887318', '2.14132452', '1.887814999', '1.282764316', '0.4462468326', '0.2683774531', '-0.08407835662', '1.991866469', '1.847466707', '1.19480896', '1.821001053', '0.4849197567', '2.178493738', '1.985524535', '1.589161873', '1.528449178', '1.525269151', '1.441206574', '1.761333466', '-0.8220142126', '0.878474772', '1.748358607', '2.395682096', '2.827338457', '3.026583433', '2.832662821', '0.642704308', '0.967437923', '2.747499466', '3.514494896', '3.582846403', '2.982145071', '-1.105169058', '0.199395299', '0.0009356492665', '0.03365451843', '0.09002937376', '0.4361852407', '-0.4699910879', '0.6204380393', '1.087841868', '0.6649201512', '0.5363256335', '0.841956377', '1.696903229', '1.435522556', '-0.06291977316', '1.876042008', '2.073257685', '2.025704384', '2.331383228', '-1.401220441', '0.2296537757', '0.4826123714', '0.4621377587', '-0.05579531193', '0.7437388301', '0.5560880899', '0.4604072571', '0.8892180324']"
