sub_id,door_win,door_loss
1301,"['-1.15700984', '-1.077250004', '0.474740833', '-2.034002066', '-0.6846761107', '-0.01377077401', '-0.9817265868', '-0.1916332096', '1.30820334', '0.7289746404', '-0.6065795422', '-0.1934470832', '-1.779615045', '-1.921794057', '-1.126352787', '-0.2717788219', '0.806076169', '0.1377790272', '-0.1040732861', '-0.3521324694', '-0.6037614346', '0.1251906306', '0.9637464285', '-0.03782402724', '1.659834981', '1.488798976', '-0.02684599347', '-0.6383844018', '0.3128889799', '-0.2187408507', '-0.5805599689', '-0.5131080747', '-0.7546092868', '-0.7439023852', '-0.2211188972', '0.2659476697', '0.5390429497', '-0.5334439874', '-1.402776003', '-0.6549069881', '0.7153152227', '0.203151986', '-0.2639763951', '0.3522750437', '-1.698765039', '-1.76901412', '0.5272503495', '1.047184587', '0.2557356954', '-0.1576758921', '3.365101099', '1.59206903', '0.2384848297', '-0.3712911904', '-0.3638182282', '-0.2323683053', '-1.17245996', '0.07174360752', '-0.03382446617', '0.4106325507', '0.3930817246', '0.1689189672', '-2.946368694', '-0.4325702786', '0.5083510876', '0.2391843349', '-0.2636793554', '-0.1588641554', '-2.296826363', '-0.888430357', '0.3140577078', '0.05980255827', '-0.6076591015', '0.08868532628', '-1.214991093', '-0.09566364437', '-0.5033736229', '-1.204743385', '-0.476723671', '-0.4248914421', '-0.4700090885', '-0.1268939674', '-0.4505241811', '-0.004087653011', '0.02189400047']","['-1.526121736', '-1.303004026', '0.9904906154', '-1.944126725', '-0.1973026544', '1.693238497', '1.416737556', '-0.84446311', '2.043524742', '2.306257486', '0.9156366587', '1.005424976', '-0.3934388161', '-1.021279931', '0.4405707419', '1.891714931', '0.9840908051', '1.422995448', '1.059729099', '0.6910419464', '1.021801949', '1.848988652', '0.2734069824', '0.3344117701', '1.556322217', '1.741198182', '1.04966867', '0.7838215232', '1.249207258', '0.5848215818', '0.1234488338', '0.9224371314', '0.09976866096', '-0.5201566219', '0.202748239', '1.369455576', '1.742204785', '-1.078760028', '-0.9332876801', '0.6462237239', '1.221360326', '0.5240191221', '0.3182936311', '0.5686850548', '-2.13728714', '-0.6977310777', '0.8216716051', '0.5614469647', '0.01494512428', '-0.3729401529', '3.580484629', '1.462417722', '0.1580670625', '-1.050998092', '-1.24065733', '-1.117541075', '-0.8551512957', '0.1063186079', '-0.4792702794', '-0.6619518399', '-0.3824796677', '-0.5474631786', '-2.120947123', '-0.06583894044', '-0.01199041866', '-0.4516868591', '-1.027160406', '-1.210686088', '-1.484171867', '-1.133498073', '-0.4158626497', '-0.3625971973', '-1.296488404', '0.3756165504', '-1.18235743', '-0.6380426884', '-0.7634068727', '-1.691365957', '-0.6990301609', '-0.7047579288', '-0.778218329', '-0.3936856687', '0.01210242137', '0.1442522407', '-0.06094498187']"
1302,"['1.316690922', '0.4567847848', '0.7038618922', '0.8091942668', '1.642160654', '1.036650062', '-0.6290786862', '-0.203444168', '1.822677255', '1.624411702', '0.1816434562', '-0.4204730093', '-0.2040316314', '0.5048424602', '0.714538753', '-0.3895769119', '0.4980410933', '0.618424654', '0.2942796052', '1.432891369', '0.6175322533', '-1.006513715', '0.5273401737', '0.9033315182', '0.6981082559', '2.341755629', '1.6733675', '-0.1385281384', '1.78598094', '1.378577828', '-1.485582829', '-0.8382801414', '1.080688715', '0.9135042429', '0.4567016959', '0.3929028511', '-0.4197118282', '-0.3392554224', '0.09363099933', '-0.03955449164', '0.1066130027', '0.4234243333', '-0.8192421198', '-1.418537736', '1.032176137', '1.388284445', '1.213998914', '2.094337225', '0.8980600238', '-0.509106338', '0.7733188868', '0.9126916528', '1.735922337', '1.676011562', '1.224839926', '1.306486249', '-1.402177691', '-1.044299722', '1.540126204', '1.512532353', '0.6652991176', '0.1999047101', '-2.016350746', '-1.172360897', '0.07131648064', '0.3433453739', '-0.7764891386', '-0.9284977317', '-1.252418995', '0.4452897608', '1.79982686', '1.101271272', '0.6971380711', '1.953128576', '2.261106253', '1.797915459', '2.202671051', '1.729904056', '1.46586132', '0.9708482027', '0.8281056285', '0.3536308706', '-1.180097342', '0.07763608545', '0.3247222006']","['1.925538659', '1.712010384', '1.282563448', '0.7636150718', '0.7710303068', '0.6818939447', '-0.1034293398', '0.113060385', '0.9433184862', '1.021981359', '-0.2087883502', '-1.404600859', '-0.3304751515', '0.08228818327', '-0.4428965747', '-1.42374301', '-0.5404586792', '-0.1323963553', '0.115250431', '0.3414877355', '-0.5224818587', '-0.6623794436', '-0.04616052285', '-0.135619998', '-0.1127656773', '0.2199217826', '-0.341189146', '-0.5206069946', '2.260834694', '1.288489461', '-1.654464006', '-2.233084202', '0.09713745862', '0.4400899708', '-0.1705508232', '-0.189200744', '-0.9061244726', '-0.7207763791', '-1.248196483', '-0.9114195704', '-0.2094632089', '-0.1403939873', '-0.7133210897', '-0.782325089', '0.08845937997', '0.3033853471', '0.410158813', '0.6510195136', '-0.43387869', '-0.662931025', '0.4014186263', '-0.3446754813', '0.6614176035', '0.489258796', '0.4386285841', '1.212119937', '-1.093410373', '-1.869666219', '0.3073621094', '0.3263233304', '-0.7687880993', '-0.6327873468', '-2.777576923', '-2.329575539', '-1.005090356', '-0.2292268723', '-0.666708827', '-1.460131884', '-1.968996644', '-0.8406037092', '1.13269496', '0.1778542101', '-1.369844913', '1.324659824', '1.426196456', '1.064994454', '0.8668227792', '0.7106906176', '0.5956106186', '0.07192994654', '0.1397653222', '-0.7505465746', '-2.134305', '-0.6112422347', '0.3649508059']"
1303,"['1.096790314', '0.5108474493', '0.2366288602', '0.7528485656', '0.6390208006', '0.08083807677', '0.8914073706', '0.2544154227', '0.566937983', '0.2824211717', '0.4328999817', '0.8904692531', '1.546399355', '0.841930449', '-0.5978125334', '-0.4438091516', '-0.1218732744', '0.8954445124', '1.381054521', '1.048163652', '-0.05904465169', '0.05479709804', '-0.2183526754', '0.753986001', '0.8822079897', '1.651787996', '0.9201763272', '0.239590019', '-1.634164095', '-0.8449060917', '-0.767811954', '-0.6110795736', '-0.7757301927', '0.4833440483', '0.1349418163', '-0.6020773649', '0.1768517941', '-0.4557133019', '-0.9564304948', '-1.023905158', '-0.04159997404', '0.01366181206', '-0.2216617018', '0.1696160436', '-1.018478513', '-0.9000537992', '-0.1227354109', '0.6058972478', '0.8995038271', '0.632533133', '0.3156335652', '0.4889338613', '0.1640112549', '1.749843121', '0.6239227057', '-0.4701274335', '-1.150342584', '-0.1113851443', '0.08667649329', '1.846604347', '1.074115634', '0.8104048371', '-0.6921016574', '0.03061486408', '1.15260756', '1.248125911', '1.341644168', '1.075035214', '0.4758782387', '1.064149261', '1.518994212', '1.864197373', '2.298112631', '0.1212497428', '0.3185263276', '0.3932391405', '0.03804857284', '0.9338704944', '0.8216578364', '0.4537238777', '1.543545604', '1.005084634', '0.6921775341', '1.300548077', '1.905203581']","['0.1205062494', '0.0145412907', '-0.09637626261', '0.3317671418', '-0.2795689702', '-0.4210140109', '0.01694534533', '0.7388390899', '0.2683641016', '0.05937917158', '0.2805734575', '-1.127937317', '0.4288360178', '1.381803274', '-0.005451102275', '-1.932973504', '-1.44653976', '-0.3315694332', '1.323759437', '1.559221029', '0.3884210587', '-0.4454319775', '-1.005852938', '0.09881103784', '0.9125416279', '0.6479443908', '-0.04890045151', '-0.1857089847', '-1.657690048', '-1.597064614', '-1.234232903', '-2.665179968', '-3.35508585', '-0.8167268634', '0.9111021161', '0.2346115559', '-0.3263045847', '-1.672559381', '-2.959932089', '-3.339864969', '-1.173387766', '0.09158728272', '-0.1378481239', '0.1474069357', '-2.069279432', '-2.075638533', '-1.260209918', '-0.911811471', '-0.7731612921', '-0.2153414786', '1.786438227', '0.8522999287', '-0.244123891', '0.6318801045', '-0.1682287306', '-1.303574443', '-0.0228106901', '-1.006670117', '-2.253629923', '0.1421758682', '0.9324054718', '0.8041793704', '-1.246373415', '-2.16196394', '-1.594249606', '-0.4204159975', '0.1519744247', '0.9840850234', '-1.806277275', '-2.093799591', '-1.550009608', '-1.1056813', '0.3366678655', '0.9512327909', '0.4802612662', '0.1587712169', '0.4210359454', '0.8175297379', '0.3257646263', '-0.06061059609', '0.7475937605', '0.6632031798', '-0.3965246975', '-0.8003765345', '0.2176528871']"
3116,"['1.953183889', '0.2185113728', '0.1938571185', '0.2859654725', '0.6186188459', '1.13660574', '0.03008866683', '-0.1925246865', '-0.4381327331', '-0.290299356', '-0.6872847676', '-0.5153915882', '-0.9839963913', '-1.030251741', '-0.2508318722', '-0.04557973891', '-1.96462357', '-0.3613898158', '-0.0329952091', '-0.5037086606', '-1.074589729', '-1.597843409', '-0.8558320999', '-0.7477517128', '-0.4951917231', '-0.6306644678', '-1.426964045', '-1.685762286', '-1.028782845', '-0.4567416012', '-2.851013184', '-2.251921892', '-1.643777728', '-1.248955488', '-1.323233724', '-0.9879446626', '-1.211795807', '-1.536806464', '-1.643522143', '-1.19616127', '-0.3813914061', '-1.295823455', '-2.236805201', '-2.880660295', '-0.801350534', '-0.8487451077', '1.125611424', '0.4455648065', '-2.563628674', '-2.528521299', '-2.187772036', '-1.323088288', '-0.9294971824', '-0.7084089518', '-1.390334487', '-1.236868501', '-0.4816993475', '-0.5240540504', '-0.03547998145', '-0.2114690542', '-1.045835137', '-1.17498529', '0.4388930202', '0.249513194', '0.1610634029', '-0.8490850329', '-1.445264578', '-2.177706242', '0.6627411246', '1.666520119', '0.9742798805', '-0.3604988158', '-1.361034751', '-0.4423016608', '-0.5814377069', '0.3834096491', '0.01648026891', '-0.6508738399', '-1.035477161', '-0.1182350665', '-0.3500115275', '-0.9955270886', '-0.1101330072', '0.5601702929', '0.9781988859']","['2.073058367', '0.5544584394', '-1.248972058', '0.02736043744', '1.014995337', '1.144693851', '0.08734612912', '-0.5908904076', '-0.4124477208', '-0.2219951749', '-0.425922215', '-1.274915576', '-0.5854919553', '0.1413136125', '0.6134554148', '0.3218427002', '-1.383344531', '-0.02064913511', '0.9532991052', '0.8439784646', '-0.7917493582', '-1.498262644', '-0.4067425132', '0.03805844858', '0.161590144', '-0.5642797351', '-1.38648057', '-1.542525411', '-1.114059806', '-0.9426659942', '-2.497181654', '-2.093861818', '-1.521752477', '-0.9605851769', '-0.6580433249', '-0.658798039', '-0.8096639514', '-1.270584226', '-1.511709094', '-0.3039172888', '0.4611125588', '-0.1324403435', '-1.989064336', '-2.318385124', '-0.9515541196', '-0.02290020324', '1.59246707', '0.8326448202', '-2.164492846', '-2.02762723', '-0.8894581795', '-1.006188989', '-0.957508266', '-0.6445909739', '-0.7018681765', '-0.3426309526', '-1.02780509', '-0.8613685369', '-0.4501694441', '0.02412687615', '-0.01848638058', '0.06010786444', '0.1496262252', '0.1800893694', '0.07551598549', '-0.01529923454', '-0.6448188424', '-0.9506585598', '0.7548426986', '1.589350224', '1.292903304', '-0.3089445531', '-0.8227324486', '-0.1365551353', '-0.4171743989', '0.2631304264', '-0.05793218315', '0.1925568134', '0.6281058788', '-0.9003342986', '-0.2903046012', '0.5446177125', '-0.9840867519', '-0.8423850536', '0.3540483713']"
3122,"['1.323027849', '1.550638556', '1.320824742', '1.957879901', '1.485586762', '1.458149076', '2.008639336', '1.135704756', '0.8869751096', '0.9767448306', '1.056915164', '-0.291287899', '-1.021915913', '-0.03632543236', '1.609238148', '2.485978127', '0.8882382512', '0.5846127272', '-0.522390604', '-0.4219635725', '0.5539982915', '1.209900975', '1.100211143', '1.179147959', '0.4079104364', '0.07086166739', '-0.0285972394', '0.05883971229', '1.246120811', '1.260220528', '-1.286739469', '-0.1696683615', '-0.5590507388', '-1.428828716', '-0.03622659668', '0.8317240477', '0.8773758411', '0.3987417817', '0.9351710081', '-0.02317319997', '-1.353631496', '-1.162912369', '-0.5220860243', '0.1590846181', '1.541701794', '1.469374299', '0.6669788957', '0.3974270821', '-0.1167289689', '0.001725665876', '1.304988027', '1.532591939', '1.211459041', '0.4239786565', '1.168070197', '0.9411213994', '0.6181334853', '1.422672391', '0.404971689', '-1.276562333', '-0.5973001122', '-0.2232163399', '1.813413143', '0.9684471488', '-0.17118375', '-0.854324162', '-0.7185074091', '0.6742719412', '1.722780585', '1.652151942', '1.281933069', '0.6626814008', '1.077962637', '2.818900585', '1.880825758', '0.1726442724', '1.491474509', '0.6502253413', '-0.06877883524', '0.4235071242', '-1.163678288', '-1.065393448', '0.8204632998', '-0.00242421194', '-0.5930178165']","['0.944124043', '0.7138124108', '0.5923574567', '1.262719512', '1.622953653', '0.4850127399', '0.6714137197', '1.416412592', '0.3469871581', '-0.4776082635', '-0.1000396833', '-0.3047872782', '-0.6608417034', '0.001095536631', '0.6161833405', '0.9444243908', '0.2146871686', '0.1678806394', '-0.3326154053', '0.1907288879', '-0.03167890385', '0.2210010737', '0.5757024288', '0.4448518753', '0.1840216815', '-0.1101629212', '-0.7897107005', '-0.6115438342', '1.178829432', '0.7134041786', '-0.3189035058', '0.06702118367', '-0.1319610476', '-0.9739951491', '-0.3225388825', '0.709204495', '0.2975883186', '-0.2495411783', '0.01825002581', '-0.02537048236', '-0.4051952958', '-0.4493023157', '-0.331556052', '-0.09287858009', '0.03432862088', '0.6894271374', '0.9254974127', '1.162082672', '0.6200584769', '0.1706819683', '1.569544196', '1.987777233', '2.043787003', '0.3661809862', '0.8551699519', '1.486261487', '1.290579319', '1.953801036', '1.772979856', '-0.3291789591', '-0.1715488136', '0.6386219263', '1.38213408', '1.643902421', '1.119989038', '0.2008553743', '-0.3229335248', '-0.01159617491', '1.24980545', '2.09659481', '1.996385694', '1.275213957', '0.5469272137', '2.209107876', '1.436979055', '0.2285792232', '1.995792508', '0.837321043', '0.04292804003', '1.593991637', '0.1277035326', '-0.3335473835', '1.080167055', '0.9287117124', '0.472867161']"
3125,"['0.0666237995', '-0.9523786902', '-0.08910508454', '0.3101778924', '0.4325341582', '0.2139118314', '-0.8598065376', '0.5409879684', '-0.4095442593', '-0.5199418664', '-1.357326508', '-2.300654888', '-0.8419546485', '-0.239604488', '-0.5339053869', '-0.3936581314', '-1.951799035', '-1.407085776', '-0.1972724646', '0.2436189204', '0.3578081131', '-0.5943505764', '-0.003624765435', '0.6789196134', '0.06294658035', '-0.2502387464', '-0.3164771795', '-0.6962947845', '-1.27834177', '-0.6710900664', '-0.3517701328', '-1.50126493', '-1.567698598', '-0.2432551831', '0.5288644433', '0.4033357203', '0.3682836592', '-0.3811260164', '-1.894937992', '-1.714121103', '-0.5030955672', '0.6700271368', '1.07358551', '0.4962054193', '-0.8385839462', '-0.6685410738', '-0.827780962', '0.05115392059', '0.07551284879', '0.1426486373', '-1.115339637', '-1.038882852', '-0.7927658558', '0.1565658301', '0.2509141266', '-0.1216609553', '-0.7678768039', '-1.565083265', '-1.644749761', '0.1017406434', '0.6324781179', '0.7882958651', '-2.18637228', '-1.692162275', '-0.6374539733', '0.4694245458', '1.149009109', '0.9923619628', '-1.049413443', '-0.4017697573', '0.241410926', '0.2192147374', '0.4785982072', '-0.8668383956', '-0.9839916825', '-0.5135235786', '-1.216417313', '0.3600221574', '0.5948851705', '-1.572404504', '0.5182772279', '0.6870154738', '-1.118566394', '0.1198866218', '0.6043204665']","['-1.860117793', '-0.6369167566', '1.010126114', '-1.159347773', '-1.464221239', '-1.259456992', '-1.40367806', '1.70263505', '-0.5951400399', '-1.046174765', '-1.064559698', '-2.307837009', '-1.725657582', '-1.047106624', '-0.5864930749', '-1.719356537', '-0.9236501455', '-0.161705792', '-1.210247278', '-1.611666799', '-0.970277369', '-1.32585156', '0.8229477406', '2.008215189', '0.3883155882', '-1.213795781', '-1.297614932', '-0.9683984518', '-1.976652503', '-1.759011626', '-0.3715423346', '-2.327451229', '-2.463051319', '-1.189534664', '-1.055667758', '-0.7059406042', '-1.154045939', '0.1548042595', '-1.428751349', '-1.268373251', '-1.356149912', '-1.98497057', '-1.226096988', '-1.172630191', '-1.006496906', '-1.093962669', '-1.418472648', '-1.693472981', '-1.783319235', '-1.466659904', '-2.99251771', '-2.515280962', '-2.47598958', '-1.128281713', '-0.8006743193', '-0.00904826913', '-1.088306665', '-2.673416615', '-2.1542418', '-0.007827535272', '0.1026300564', '0.5612335205', '-2.724484205', '-1.935439229', '-1.278348923', '-1.089156985', '-0.7349128127', '-0.3582661748', '-2.512304544', '-2.181792021', '-1.304425478', '-1.385700107', '-1.133894205', '-1.528711438', '-1.907677293', '-1.458948374', '-1.684139013', '-0.8149676919', '-0.4454084635', '-1.161888361', '0.4047746956', '0.4379383624', '-0.8678947091', '-0.2811491787', '-0.9387831688']"
3140,"['0.9018732309', '0.9029290676', '0.07399746776', '1.914826989', '1.523259282', '0.2621003687', '-0.5837294459', '2.397000074', '1.488023162', '-0.03174261749', '-0.8753544092', '-0.5798686743', '-0.4570075274', '-0.4310449362', '-1.229861736', '-1.307379484', '-1.070773602', '0.3234889209', '1.318357468', '1.146494746', '-0.04627211764', '-0.4342440665', '1.144931436', '2.144772291', '1.715361118', '0.8581906557', '-0.6314829588', '-1.027673244', '-1.319030881', '-0.3649655581', '-1.482880235', '-0.2551155686', '0.2387001961', '-1.329624057', '-0.993560195', '-1.369805455', '-0.68318367', '-0.4168824852', '0.1011238992', '0.3632861674', '0.07297473401', '0.00241224654', '-1.035760283', '-0.5239980817', '0.8904402256', '1.008274913', '0.4179110825', '-0.1178254858', '-1.159515262', '-2.046104908', '0.1239480302', '0.9830101132', '-0.6876167059', '-2.379982233', '-2.570828676', '-2.050633907', '-1.468985677', '-0.7109006047', '-1.084495902', '-2.331982374', '-2.313766241', '-1.814006448', '0.5724417567', '-0.1391189545', '-0.8510271311', '-1.392160177', '-1.987957358', '-1.16295433', '1.014251828', '0.012630051', '-1.281989694', '-2.388657093', '-2.903738022', '-0.4916275144', '-1.777001023', '-1.902003765', '-1.335602641', '-2.514650583', '-2.809235096', '-1.767602921', '-2.585381508', '-2.524010658', '-0.905544579', '-1.314688206', '-1.602718592']","['1.605774879', '1.37971282', '0.7932800651', '2.133815765', '1.48900485', '0.008007694967', '-0.5139740705', '1.827103376', '0.9799221754', '0.5105066299', '0.5370210409', '-0.7368344069', '0.9306972623', '1.021131992', '0.3288789093', '0.1239210144', '-0.6651520133', '-0.6794267297', '0.9960053563', '1.437128186', '0.5519787669', '0.6601492167', '0.7591004372', '1.158712864', '0.1453236639', '0.1057323292', '0.335264504', '0.9594682455', '0.2775292099', '0.5815351009', '-0.9985006452', '-1.680350065', '-1.363157392', '0.1778971255', '0.7227474451', '-0.001028473838', '0.1186026484', '-0.1440317929', '-1.754964709', '-1.859214783', '-0.01235471014', '0.9099419713', '0.1830320954', '0.7833687663', '0.7734635472', '0.2080984563', '-0.7371311784', '-0.08591843396', '-0.1795150042', '0.1545381546', '1.770019412', '1.65925014', '0.5790219903', '-0.4898356497', '-0.5373898745', '-0.7650366426', '-1.578787804', '-2.397640705', '-1.680568218', '-0.4356150627', '-0.1103377864', '-0.9102877378', '-1.727342486', '-2.133167505', '-0.678384304', '-0.2492862791', '-1.077970862', '-0.6226131916', '-0.295668453', '-1.139311671', '-1.04007566', '-1.51315546', '-1.553236961', '0.8545508385', '-0.3282455802', '-0.5908234715', '0.1630311906', '-0.868258059', '-1.298463345', '-1.08638823', '-1.106453896', '-1.105286479', '-2.124021769', '-1.743031859', '-1.539572954']"
3143,"['1.64315629', '0.6843752861', '1.15324688', '2.443535328', '1.602187037', '0.3797709942', '1.216145515', '0.9311556816', '0.8879588246', '0.382247299', '0.1453807652', '-2.116998434', '-0.00293443352', '0.8617807627', '0.5780007243', '1.242820978', '0.8585737348', '1.779416203', '2.06332016', '1.307038426', '0.4110877514', '0.9171372056', '0.8015147448', '1.635409236', '1.751837015', '1.194501162', '0.2606279552', '-0.2122835666', '0.2497644275', '-0.177855581', '0.1697312295', '-1.437340379', '-0.7719166875', '-0.1830170155', '-0.2246074975', '0.8280935287', '1.124508142', '-0.8558559418', '1.191194773', '2.172825336', '1.301613569', '0.03184124827', '0.1446619183', '0.4816984832', '0.9028016329', '2.321900606', '1.384044886', '0.4078206718', '0.4499697089', '0.005530210678', '-1.477830172', '-0.9453160763', '-0.7555511594', '0.311776787', '1.710301638', '1.807400107', '4.287189484', '0.6356105804', '0.3067568243', '0.8274189234', '1.542123318', '3.124193668', '1.041703701', '1.490924954', '2.391437292', '2.472622156', '2.972594023', '2.6142869', '1.736104608', '2.831113577', '2.935041904', '2.65946722', '1.214762092', '0.5645093918', '1.581764579', '2.507413864', '-0.4601826966', '1.212904096', '3.094031096', '-0.3460932374', '0.9423933029', '2.354850531', '0.7343342304', '2.603292942', '3.753774405']","['1.657051444', '1.17937994', '0.5082609057', '1.501990557', '1.452834129', '0.7223001719', '0.7336543202', '0.547316432', '1.091266751', '1.220027089', '0.9055428505', '-2.523901939', '-1.074717402', '-0.5935873985', '-1.071095705', '-0.01038869005', '-0.2139665335', '-0.2272875309', '0.07164041698', '0.1161588356', '-0.2722442448', '-0.2166742533', '-0.6811035275', '-0.4644345045', '-0.1483084708', '0.2557049096', '0.2843753397', '-0.03633522242', '-1.08801496', '-1.405906916', '-0.6639946699', '-1.843033314', '-1.656926274', '-1.184646249', '-1.608222604', '-0.6879172921', '-0.172516942', '-1.415317655', '0.4665884376', '0.8210030794', '0.05386700854', '-0.8670518994', '-0.4044844508', '-0.3132141531', '0.1227545813', '1.038203001', '0.3487002552', '-0.5426638722', '-0.5195935369', '-0.4960541427', '-2.594738007', '-2.327395678', '-2.629757881', '-1.138891816', '0.5116014481', '1.083816051', '3.897843122', '0.198055163', '-0.695653677', '-0.3466104269', '0.2189217806', '1.468825698', '1.247938514', '1.219704151', '1.705677629', '1.48159337', '1.882227063', '1.557376027', '1.547350645', '2.099328518', '1.794267535', '1.489072204', '0.59327209', '-1.134249926', '-0.619836688', '0.8958495259', '-2.526659727', '-1.260915399', '1.255617023', '-1.695261478', '-1.08417201', '0.6708626151', '-0.1119529381', '1.431657076', '2.498013496']"
3166,"['-0.7289724946', '1.382200003', '0.689902544', '0.112312682', '-1.301561236', '0.04225113988', '1.198104382', '0.1976449043', '0.7355085611', '2.079026937', '2.117253065', '-2.720969915', '-1.85122788', '-1.247542381', '0.02689051814', '0.9780538678', '2.385902405', '-0.1684385389', '-0.1288411617', '-0.5934434533', '0.7148408294', '1.024991155', '1.498180866', '-0.8311518431', '-0.1935233921', '0.5408984423', '1.379554868', '0.801173985', '0.04756490886', '-0.1236426681', '-0.840462923', '-0.9280846119', '-1.390731215', '-0.6259807944', '0.5929870605', '1.729193568', '1.175257683', '2.478898525', '0.3495283723', '-0.2814610898', '1.790356517', '2.572478294', '2.052726507', '1.141669631', '0.2297746241', '-0.7908979058', '0.1081101596', '0.8728573322', '0.4222529233', '-0.04548882693', '0.04516904801', '-0.344306618', '-0.2934165299', '0.1701761186', '2.185299635', '1.799842954', '0.4185277522', '0.107100822', '0.5115538239', '0.7700993419', '1.82564497', '1.621212125', '0.07421327382', '0.4593316317', '2.261227369', '2.855280399', '1.628804088', '0.5602356195', '0.05651775748', '1.342827439', '1.850571752', '1.590502262', '1.464936256', '0.265758425', '0.6899725795', '0.6688842773', '0.8087415099', '0.1464920491', '-2.799902904e-05', '1.773395061', '0.4094568193', '-0.3026826084', '-0.08899886161', '0.7888414264', '1.013293505']","['0.7372507453', '1.469732881', '-0.07424338907', '0.4834834039', '-0.9886540771', '0.4944045842', '1.938203931', '0.6645531654', '1.007947326', '2.07705307', '1.970576763', '-3.337878466', '-2.181843042', '-1.937441826', '0.431286484', '0.9703874588', '1.137060285', '-1.00598073', '-0.2420053929', '-0.820712626', '1.285572886', '2.247740746', '0.113389194', '-1.802554011', '-0.5561262965', '0.1476268172', '1.283639669', '0.8853922486', '0.8588290811', '0.4796525538', '-1.713948727', '-0.3006355166', '-1.402241945', '-0.7598214149', '0.3526921868', '1.953368068', '1.401549101', '1.312083721', '-0.3578960299', '-1.479621649', '0.5004009604', '1.928422809', '2.413562059', '2.030877829', '0.03900939599', '-1.883025885', '-0.9222384095', '0.49135077', '0.5412413478', '0.3256759942', '0.1846240163', '0.5877344012', '1.159846187', '0.886356771', '2.491779804', '2.194121122', '-0.07790134102', '0.5874362588', '0.4438822865', '0.5036600828', '1.668277383', '1.521004796', '-0.4687702656', '-1.413321018', '0.4165189862', '1.64185667', '1.042542219', '1.101556897', '-2.348585606', '-0.2093294114', '0.9295964837', '1.200726748', '1.889173865', '1.32043612', '-0.4579657316', '-0.2322657406', '1.91378355', '-0.3563712835', '0.05460358039', '1.71243608', '-0.4534202218', '0.06567850709', '-3.132027149', '-1.431095839', '0.1113426685']"
3167,"['-0.5753768682', '0.8219979405', '-0.06034187227', '-0.6376101375', '-1.422325134', '-0.08471627533', '1.996522546', '0.9702851772', '-0.7705040574', '-2.066339731', '-0.3360459507', '-1.85671711', '0.3260263503', '0.8328181505', '0.7061256766', '1.322723389', '0.5268422961', '1.42376399', '0.4030992389', '0.1126472652', '-0.07906287163', '0.6607163548', '0.2882200181', '1.515552998', '0.2631739974', '-1.130487204', '-2.816118002', '-2.320484877', '-1.073791504', '-0.9046576023', '0.1551413089', '-1.048619628', '-1.099678755', '2.359702349', '1.997187257', '0.561408937', '-0.04809091613', '2.209452152', '1.535262704', '1.665637016', '2.252775908', '1.163698196', '-1.170366406', '-1.903013945', '2.219227791', '2.928256035', '2.032148838', '-0.3165646195', '-2.217750549', '-2.459947109', '2.042099476', '2.776947737', '-0.499303937', '0.5465282202', '0.6815113425', '-0.3650271893', '1.795857787', '0.4786618352', '-0.4228056073', '2.213099957', '2.218754053', '0.0159029346', '-0.3823114038', '-0.3913133442', '1.344372392', '0.7014537454', '-1.176232338', '-2.625828743', '0.3913042247', '1.554234028', '0.7620955706', '-0.4976596534', '-1.528401494', '0.5710617304', '-1.328021288', '-1.33684051', '-1.193137288', '-1.207028508', '0.1772965789', '-2.451376915', '-0.6482306719', '1.281449676', '-2.778204679', '-0.8884392381', '-0.3384670019']","['-0.1739281118', '0.813603282', '-0.9294981956', '-0.916783452', '-1.459434748', '0.2171650827', '2.451029539', '0.2073581517', '-0.7244300842', '-0.2730668485', '0.8309907317', '-0.509801507', '1.612612963', '0.9965875149', '0.4158453643', '1.408056498', '-0.3150794506', '1.334614873', '0.6813513041', '-0.6842841506', '-0.08257781714', '1.242874503', '-1.138365149', '-0.1238587946', '-1.377992868', '-2.150019646', '-1.817009449', '-1.679186821', '0.2018869668', '-0.6213980317', '-0.0450287275', '-0.5866107345', '-0.4504131377', '2.779842854', '1.983376026', '1.211130857', '0.9441361427', '2.229154587', '1.745953679', '2.001101017', '2.398004293', '1.005407691', '-0.7283667326', '-0.2744941115', '1.913043499', '1.447503567', '0.6064311266', '-0.8163444996', '-2.026509285', '-1.776525974', '0.9153556228', '2.274706125', '-0.9979581833', '0.225925535', '0.5682359934', '0.311579138', '1.449915648', '0.4794196486', '-0.7519463897', '1.4128443', '1.281745195', '1.074540257', '0.6391624808', '-0.002908888739', '0.9551432729', '1.253803372', '0.4778473079', '-0.3095064759', '-0.00897111278', '0.4651589394', '1.214786172', '0.20247145', '-0.1291136891', '-0.01726419851', '-0.9951030612', '-0.5747305155', '-1.081840038', '-1.045602202', '0.152975291', '-2.136569023', '-1.275051594', '-0.2659057379', '-2.27981019', '-1.168345928', '-0.3634651899']"
