sub_id,door_win,door_loss,soc_win,soc_loss
1001,"['0.1308624893', '0.5743951797', '1.090376854', '1.178645015', '0.5070877075', '-0.2821491063', '-0.985170424', '-0.5723615885', '-0.03705678135', '0.5375523567', '1.114955902', '1.092228055', '-1.053777575', '-1.484356046', '-0.399083674', '1.060991764', '0.4533652067', '-0.5056604743', '-0.5739191771', '0.5232530236', '-0.06101780757', '-1.23101151', '-0.5990371108', '0.7509326339', '0.7961461544', '0.2914343774', '0.7185268402', '1.452917576', '0.4038038552', '0.09520106763', '-0.1899849027', '0.2270990014', '1.050613165', '0.7783355713', '1.075508952', '1.643367052', '0.6334596276', '0.7251461744', '0.4538679123', '1.03881979', '1.331523895', '1.665348887', '1.217323303', '1.151289463', '1.804656863', '1.114351749', '0.9510165453', '0.7390992045', '-0.2011341304', '-0.9204950929', '0.4599764645', '1.487700343', '1.119309187', '1.074913263', '0.9047558904', '0.6677557826', '0.6409113407', '0.6863596439', '1.603090525', '1.347279429', '1.202810407', '1.058634996', '1.018541813', '1.44020164', '1.347731233', '2.106713057', '1.221671343', '1.25605011', '1.249154329', '1.603965521', '2.048409224', '2.209022522', '1.448478103', '1.382577896', '1.16526258', '1.208009124', '2.049819469', '0.9911802411', '0.7939528823', '0.368591398', '0.132633239', '0.510345161', '2.774730206', '1.343765616', '1.038312554', '0.7519395351', '3.334531546', '1.965044141', '1.205240607', '0.9332644343', '2.152748585', '3.743543863', '2.291637659', '1.560755253', '1.655906677', '2.747940779', '3.081267834', '2.264620304', '1.66758287', '2.200676918', '2.587824583', '1.581241131', '1.790521622', '3.52653861', '2.109285355', '3.209460974', '1.772736669', '3.282297373', '1.622538924', '1.922553062', '2.82252717', '1.600631237', '2.138487816', '1.708154082']","['1.057054996', '1.185701847', '0.9137640595', '0.513205111', '0.1754225641', '0.1704086065', '-0.5855686665', '-0.5676608682', '0.510047853', '1.152729511', '1.046131015', '0.7632991076', '-1.297416091', '-0.9267944694', '0.2545092106', '1.097491503', '0.04836495593', '-0.1717162579', '0.8016154766', '1.039203048', '0.03754561022', '-0.5455785394', '-0.3188909292', '0.5113295913', '0.04446746036', '-0.03319752961', '1.331839085', '1.35685575', '0.6845391989', '0.5902183652', '-0.18099612', '-0.2279387414', '-0.1324170977', '-0.1089057699', '0.9068183899', '0.7597108483', '0.6903545856', '1.078228593', '0.1933098882', '-0.2732088268', '0.208939448', '0.05513906851', '1.236116409', '0.0007358416333', '1.678508043', '0.8857783079', '-0.2327807248', '-0.8278441429', '-0.6830719113', '-0.5233095884', '0.4654356241', '0.9323539734', '0.4822308421', '-0.7101598978', '-0.2253834009', '1.12398684', '0.936299324', '0.4157978892', '0.7550930381', '0.50107342', '-0.4356666207', '-0.2986472249', '1.000156999', '1.398385048', '0.4293885231', '0.595644176', '-0.4415553212', '-0.08266723901', '0.4949248135', '1.320365667', '0.5380730629', '0.1288721859', '0.4880416393', '0.6392398477', '0.465949744', '0.9102987647', '0.6586129665', '0.6169140339', '0.2386559248', '0.04831596836', '-0.78582412', '-0.6610934138', '2.224232197', '0.4945604205', '-0.5118334293', '-0.3923276663', '2.307573557', '0.8899949193', '-0.0946040675', '-0.3732554018', '0.5217617154', '1.741168499', '0.7680169344', '0.1296589524', '0.286662966', '0.8524819613', '0.661583364', '1.341568708', '1.239643097', '1.232748389', '0.9900215864', '-0.07863456756', '1.390680552', '2.906034708', '0.9960855246', '2.145065784', '1.094666123', '1.6275208', '0.64702034', '1.018957376', '1.182515621', '0.7525243163', '0.9894555807', '0.8837670684']","['0.7058073878', '0.8385323882', '0.08702869713', '-0.8690186739', '-0.5962716341', '-0.4726539552', '-0.2303263545', '0.2415216714', '0.4976620674', '0.589710772', '-0.1889031827', '-0.9557165504', '0.3376187682', '0.2314741313', '-0.07962801307', '-0.1536855996', '0.2437236607', '1.017653465', '1.389778376', '0.9369899631', '0.8375602961', '0.7865629196', '0.07557698339', '-0.4855792224', '0.1021078825', '1.004072189', '1.122454166', '0.5410526395', '0.9655774236', '0.7439671159', '-0.4432870746', '-0.8786639571', '0.03963531926', '0.674718678', '0.663051188', '0.2358789295', '0.4109692574', '0.5131630898', '-0.5116195083', '0.1094001085', '-0.04011081904', '-0.1833966225', '-0.6187515855', '-0.8922151923', '-0.3189763725', '-0.8213582635', '0.4798396528', '-0.1474166363', '-0.009283679537', '1.783544302', '0.9172440171', '0.008013839833', '-0.6762087345', '0.7194708586', '1.010510564', '0.04943992198', '2.184163094', '0.3856910765', '-0.6655601263', '-1.112112641', '0.6732365489', '0.519969821', '-0.07747750729', '0.8953403234', '-0.5727419853', '-1.364706159', '-0.2493092716', '-0.4684846401', '-0.399217844', '-0.7748088241', '-0.9986778498', '-1.449340105', '-1.150173068', '-1.225226998', '-0.3442307115', '-2.069259405', '-1.598598123', '-2.06406641', '-0.9440850019', '-0.7648379207', '0.2974054217', '-0.3532816172', '-0.3232963979', '-0.8682986498', '0.4858821929', '-0.1205416471', '-0.6845967174', '-1.322761774', '0.1833145171', '-0.5667811632', '-0.4899059236', '-0.9971470833', '-1.424204826', '-0.7480137348', '-1.050503969', '-1.58075285', '-1.702345014', '-1.529834509', '-1.228564382', '-2.248148441', '-2.364999533', '-2.039851665', '-2.262950182', '-0.8282912374', '-1.000848651', '-0.07783184201', '-1.340910912', '0.2436412275', '-0.6848220825', '-1.312667251', '-1.115376353', '-2.082333565', '-1.954114556', '-2.019446611']","['-1.81103611', '-1.574662924', '-1.806247354', '-1.990961432', '-0.8620129228', '-0.6359683871', '-1.075530887', '-1.091960311', '-1.249019504', '-1.10811305', '-1.678346157', '-1.655449152', '-1.015084386', '0.429402858', '0.3538418114', '0.05774820223', '-0.6309195757', '-1.164775133', '-1.808674216', '-2.451486826', '-1.015752912', '0.02940806001', '0.07892469317', '-0.6167885065', '-0.7302133441', '-0.9039335251', '-0.9448733926', '-1.976356983', '-0.5193449855', '-0.3927510381', '-0.7037715912', '-1.531049013', '-1.168992877', '-1.271509886', '-0.9341261983', '-1.882712126', '-0.5421840549', '-1.100794315', '-1.663003325', '-1.738635182', '-1.643315077', '-2.13095355', '-1.37815702', '-2.257598877', '0.6998420954', '-0.09592499584', '-0.8920404911', '-1.185761452', '-1.034774542', '1.410079479', '1.383910656', '0.4107480347', '-0.579754293', '-0.6081844568', '-0.4150684476', '-0.8384005427', '0.7650327682', '0.3170612454', '-1.425204396', '-1.779849052', '-0.7621304989', '-0.9610537291', '-0.880185008', '-0.3852944076', '-1.288171053', '-2.663387537', '-1.179014206', '-1.729785323', '-1.164904475', '-1.291447163', '-1.375329614', '-2.131765127', '-2.044353008', '-2.075587273', '-1.172345281', '-1.668485045', '-1.280169129', '-2.442141056', '-1.337964177', '-0.3531906307', '-1.583371639', '-1.28583312', '0.05884314328', '-0.8437535763', '-0.6276707649', '-0.2018930018', '-1.394759774', '-2.057999134', '-1.385550618', '-1.011923194', '-0.7425701022', '-2.451952457', '-3.003628492', '-2.065491199', '-1.735913992', '-0.9426863194', '-1.936243653', '-1.898922563', '-1.284497976', '-1.191824436', '-1.194951415', '-1.062687039', '-1.956163049', '-0.05413489416', '-1.074703932', '-0.2887110114', '-1.860226154', '-0.6343817711', '-2.286185741', '-2.470427752', '-0.8887981772', '-2.646886826', '-0.7112181783', '-0.6461657882']"
1006,"['0.5566453338', '1.644392252', '1.930320859', '1.812114596', '0.5545338988', '0.6742736101', '0.9565316439', '0.3570738733', '-0.5160702467', '0.1135213003', '1.056332469', '1.657402515', '1.760711432', '1.523324966', '1.877092123', '1.551339507', '0.6173788905', '0.05984347314', '0.7397348881', '1.524257302', '1.841666818', '1.893813729', '1.90594852', '1.255951047', '0.5695825219', '-0.2410856634', '-0.3910367489', '0.5018363595', '2.053230524', '1.823663712', '1.152947307', '0.3444209397', '-0.4524832666', '-0.3130549788', '-0.9818845391', '0.4753315449', '1.994441628', '0.9320662618', '-0.9997753501', '-0.3674166799', '-0.3857567906', '0.1636581719', '1.388610005', '0.8875935674', '1.191262484', '0.7615734935', '1.267817497', '1.483322978', '0.9256173372', '1.723044872', '1.538921118', '0.2020134181', '-0.6057070494', '1.188245535', '1.349802017', '0.2836541235', '0.8339537978', '0.4241506457', '-0.623811841', '-0.7123996615', '-0.5914493799', '0.4663774073', '1.037979484', '1.150587678', '-0.0856852755', '-1.650880694', '-1.370849967', '-0.5194067955', '1.473114014', '1.492036581', '0.4084851146', '-0.7857142687', '-1.099111438', '1.357564449', '1.840596199', '1.674003124', '1.907604456', '0.1256574392', '1.418397903', '-0.0097762933', '1.016855001', '1.830109239', '0.8203443289', '0.0897667259', '1.631702542', '2.141562462', '-0.3884401917', '-0.7767477036', '1.498393416', '1.747435451', '-0.3240727186', '-1.542383671', '-2.005208254', '0.7502439618', '1.603379011', '0.24478513', '-0.7271946073', '0.3047268093', '1.422703385', '0.04036876187', '0.3363432288', '0.6673675776', '0.2030705065', '-0.8383945227', '1.218362927', '0.03679750487', '2.037382364', '-2.056327105', '-1.221960664', '1.917566299', '-1.9572016', '-0.635997951', '-0.608338654', '-1.219869852']","['1.8945328', '1.728849649', '1.977087498', '2.517183304', '1.507482648', '0.7804791927', '0.3120799661', '0.4482694864', '-0.4391976893', '0.2085951269', '0.9250922203', '1.444721699', '1.986932278', '1.342059731', '1.433970571', '1.562597513', '1.812481999', '1.487383485', '0.5039212108', '0.5352438688', '1.388166428', '0.9787016511', '0.7883185148', '0.7277670503', '0.5206702352', '0.5194254518', '-0.9999109507', '-1.447111845', '1.531214833', '0.949672997', '0.2678971589', '0.1136669368', '-0.2350138128', '0.685818851', '-0.2838672996', '-0.5917167664', '2.30295682', '0.6778772473', '-1.353223562', '0.72914505', '0.9922762513', '-0.3179861903', '1.80356729', '1.863629222', '0.897675693', '1.284247518', '1.812473536', '2.583830595', '1.661915779', '-0.01446821075', '-0.2778040469', '-0.9805529714', '-0.8389306068', '1.670881152', '1.703310847', '-0.1403410882', '0.0416966863', '-0.1787943989', '-0.8794854879', '-0.1970959008', '-0.3386930227', '1.009559393', '0.7876355648', '1.693314075', '0.683160007', '-0.8483763933', '-1.761813402', '0.3038657308', '2.06389451', '2.012799978', '0.8353005648', '-1.09858346', '-0.1220574602', '2.861748934', '2.699028492', '2.134859085', '1.985182762', '1.611888528', '2.883107185', '1.05399251', '1.847484589', '2.30424571', '-0.002131966874', '0.4365477562', '1.660303593', '2.091354132', '0.1846409291', '0.3170546591', '1.424106359', '1.968436837', '0.5855810046', '-0.008799644187', '-0.9977228045', '-0.4058212936', '1.521773815', '0.2424393594', '-0.8915110826', '0.5342828631', '1.794556975', '0.4040235281', '-0.02802447975', '-1.33832109', '1.304461241', '0.9000980258', '1.436984539', '1.466310978', '1.8484478', '0.2693781853', '-0.04457610101', '1.391034245', '-0.4149977565', '-0.9897224307', '-0.1815281063', '-1.986495972']","['-2.234873295', '-1.372012973', '-0.2779299319', '-0.2890895605', '1.804991841', '0.7854112983', '0.09421287477', '0.2155771405', '-2.617859125', '-1.015946269', '0.06253346056', '-0.4637275636', '1.34460628', '2.054674625', '1.479357958', '0.8239437938', '-0.9362667203', '-1.031445503', '-0.3338086009', '1.037799835', '1.068972707', '0.964137435', '1.34517777', '1.778745174', '-0.7984270453', '-0.5449367762', '0.5079280138', '1.30606854', '0.6893210411', '0.2052524388', '1.471745372', '2.58597064', '-0.5813082457', '0.02704151347', '1.368946433', '1.809165835', '1.235945344', '0.544618845', '2.102903128', '-0.2784309089', '0.6627688408', '1.094313264', '-0.5405717492', '-0.06656000763', '2.498516798', '2.362045527', '-0.1798989475', '0.4380962253', '0.9725939035', '2.586851597', '3.378670931', '3.656109095', '3.042039871', '0.7275083661', '1.539156437', '2.008646011', '2.018840313', '2.962154865', '3.832515001', '1.979600906', '0.515411377', '1.394849539', '1.87671411', '2.036278009', '3.218836784', '3.670389891', '0.895083487', '0.5880633593', '0.7666489482', '0.3176838458', '1.885417819', '1.945445895', '0.1506406814', '0.4885982573', '1.113628745', '0.8827917576', '1.261072636', '0.9567626119', '1.181898236', '2.942391634', '0.9623945951', '0.222578302', '2.891596556', '3.029149532', '1.415448427', '1.99879086', '2.601771355', '1.543530226', '0.408836931', '1.569957256', '2.789638519', '3.078293562', '1.22453022', '0.5450314879', '1.081753731', '2.777736902', '3.441439152', '0.7905056477', '0.9459644556', '1.284177303', '1.836899281', '2.908337355', '0.4279586673', '2.994374275', '1.337576509', '3.462832212', '1.344954133', '2.436157227', '1.547256708', '0.9981836677', '2.505483389', '1.882544756', '1.899836421', '2.673246145']","['-2.805076838', '-3.324912548', '-2.97474122', '-2.631506443', '-0.7327911854', '-1.293612361', '-1.417615414', '-0.7187654972', '-2.621503115', '-2.558576822', '-2.516812086', '-2.496944904', '-2.502334118', '-1.503277302', '-1.450312138', '-1.772497773', '-2.861612558', '-3.337674379', '-3.472537279', '-2.735945702', '-2.178815603', '-2.293136358', '-1.916563749', '-1.034966707', '-2.655002117', '-2.86171937', '-3.230234861', '-2.510965347', '-1.797156334', '-2.6437428', '-1.663955212', '0.4700161815', '-1.825034499', '-1.484729886', '-0.7984708548', '-0.4948631525', '-1.474778175', '-2.306595087', '-0.8525723219', '-0.7787427902', '0.7862687707', '1.197578669', '-2.184672117', '0.1082067192', '-0.7401731014', '-0.7984006405', '-2.088088274', '-2.396315098', '-1.873517752', '-0.9217546582', '-0.1764207035', '-0.1242044717', '-0.4955779612', '-1.571653605', '-1.476418018', '-1.191551089', '-0.8145509362', '-0.009106666781', '0.9172591567', '0.642457068', '-0.4684148431', '-0.6925590634', '-1.072416782', '-0.5663514137', '0.4352315962', '1.470918179', '0.3436169028', '-0.404381007', '-0.6519398689', '-1.218629599', '0.101316534', '0.7387990355', '-0.0189163778', '0.04476194456', '0.2298823446', '-0.7358347774', '-0.4446907938', '0.4232482016', '0.5085686445', '-0.4291836917', '-2.572865009', '-2.560975552', '-0.01285442431', '-0.8710759878', '-1.408491731', '-0.8397890329', '0.08914552629', '-1.564172626', '-1.887212753', '-1.037016869', '0.9997760653', '0.7786097527', '0.06846569479', '-1.611572862', '-2.347887516', '0.7654677629', '1.91778779', '-1.270937085', '-0.640715301', '-0.8477833271', '0.1155137718', '1.660828471', '-0.01829468273', '0.6029221416', '-1.283150196', '1.044697404', '-1.010347247', '0.8697137237', '0.3899624646', '-1.013927937', '1.078655958', '-0.3096688986', '-0.4869910479', '0.4921827614']"
1009,"['1.121017337', '1.394497752', '0.840632081', '1.573457599', '-0.3998073637', '0.4093745649', '0.04675916955', '-1.2584728', '0.1600959152', '0.5944582224', '0.3124824762', '1.413181543', '2.499093771', '2.070032597', '1.137967467', '0.1562829018', '1.608642459', '2.164607525', '1.746823072', '0.6975620389', '0.980386436', '1.577272296', '0.8185989857', '0.121856682', '0.8886121511', '2.025100708', '1.462725878', '0.2471473813', '1.078281283', '0.9454382658', '0.7241054773', '0.3341348469', '-0.236415565', '0.615352869', '0.2167384624', '-0.3778586686', '1.65907383', '0.7758146524', '1.180966616', '-1.894756198', '-1.310773134', '-0.9268360734', '2.083653927', '-1.685228705', '1.453490853', '0.7408249974', '-0.4089232087', '1.088206053', '1.215729237', '2.04453516', '2.333855391', '1.846163273', '0.296982199', '0.5750265718', '1.654056191', '0.4996989369', '0.8186751008', '1.857971787', '1.028557181', '-1.034051895', '-1.061714649', '0.123353295', '-0.08584439009', '0.08205261827', '1.242837191', '-0.3960438371', '-2.428115845', '-2.424048662', '-1.144503117', '1.117511272', '0.9581522346', '-0.4286366701', '-3.389480829', '-1.595160961', '-0.2493157834', '1.679254055', '0.5994579196', '-1.195396423', '0.467787981', '1.396080256', '-0.06908118725', '0.8780884147', '1.621907592', '0.4688826799', '0.02263569832', '0.4938828945', '0.7696612477', '-1.114813566', '-1.035415411', '0.1154588163', '1.115415812', '0.1481246054', '-1.92460525', '-1.667016029', '-0.7426627874', '0.8960036635', '0.5637249947', '-1.16923511', '-0.649261713', '0.8135834336', '0.5676466227', '0.2109580934', '-0.2891316712', '1.869712472', '0.3872256875', '0.318099916', '0.05948039517', '0.3156403899', '-0.5548653603', '0.3673496544', '1.165117383', '0.2495924085', '1.625871539', '0.8202059865']","['0.1686677784', '0.119541049', '-0.1814967394', '0.7352641225', '-0.4876253605', '-0.3294480145', '-1.521628141', '-3.256248951', '-1.19540751', '-1.136952043', '-1.653435707', '-0.6393375397', '0.352340281', '0.1945410818', '-0.03332551941', '-0.4741225243', '0.4499574006', '0.8715916872', '0.7693243623', '0.1847905815', '0.05426804349', '0.1012343839', '-0.9776226282', '-1.409750462', '-0.009612754919', '0.1749052256', '-0.6822297573', '-1.853002429', '0.1335028261', '-0.2830269337', '-0.6492611766', '-0.9679545164', '-0.04970382899', '-0.3192393482', '-1.268287301', '-1.938070536', '0.02691641264', '-0.7921010852', '-0.1456863731', '-1.303777218', '-1.364426374', '-1.222460866', '0.1724334061', '-1.527151108', '0.4680767655', '0.985180974', '-1.250139713', '-0.9147904515', '-0.3620720506', '-0.09351278096', '-0.1090215817', '0.5858860612', '0.9077037573', '-0.365460664', '-0.1887881309', '-1.218668461', '-0.743101418', '0.1997623891', '0.3045257628', '-0.1912408173', '0.2353396565', '-0.389801681', '-1.396791577', '-0.6752104163', '0.502386272', '-0.3945870399', '-0.3573734462', '-1.510122061', '-1.213154674', '-0.2167361975', '-0.1841437966', '-0.7365559936', '-2.466780901', '-1.646956205', '-0.3009085059', '-0.3573836088', '-1.305354953', '-1.104952693', '0.1337685734', '0.6696391106', '-0.7573634386', '-1.14285326', '-0.2909472287', '-0.1896286011', '-1.144201398', '-0.9916356802', '-0.7887006402', '-1.730300307', '-1.329093575', '-0.7566956878', '0.6411998272', '-0.9169125557', '-2.473642588', '-2.219454765', '-1.705941916', '0.5701829195', '-0.5736754537', '-2.906610489', '-1.506791234', '0.3971799016', '-0.160836637', '-0.9571735263', '-1.239776015', '-0.0652583763', '-1.193552136', '-1.525289655', '-1.814125657', '-1.250084639', '-2.205313683', '-2.076401949', '-0.3286262453', '-2.464754105', '0.3561163545', '-0.4144268334']","['0.805500567', '1.711247206', '2.438420057', '2.468348026', '0.9626619816', '0.3429140151', '0.468586117', '0.407795459', '1.599015355', '2.252874374', '2.78119421', '2.791976213', '2.035352707', '1.843306303', '0.3406322002', '0.1045918763', '1.226914525', '2.792884827', '3.464939594', '3.307045698', '1.721276522', '1.34127605', '0.6034036279', '0.8739950061', '0.2799925804', '2.456977606', '3.331354856', '3.00933218', '2.554408789', '2.129295588', '1.815584302', '1.152474403', '-0.6728141904', '1.459255338', '2.163569212', '1.939544082', '3.288174629', '2.328393698', '1.967003703', '0.5859571695', '1.595721126', '2.063126802', '2.374001265', '1.367307067', '0.6614176631', '0.4553261399', '-0.6018428206', '0.9117603898', '1.987631559', '1.696379304', '0.8430966139', '1.591704845', '1.542292356', '-0.5365145802', '1.287079692', '2.6968081', '2.033558846', '1.211371899', '0.9096506834', '0.04711700603', '-0.8051354885', '0.8302358389', '2.293446302', '1.910869718', '1.368343711', '0.2049804479', '-0.6292216182', '0.669924438', '1.945571184', '1.568161726', '1.203075051', '-0.07482752949', '0.2372284085', '1.276807904', '1.858774543', '1.904401422', '1.88455689', '0.3827416003', '1.494346023', '0.703382194', '-0.4810807109', '0.5233582258', '0.7414749265', '1.175239682', '-0.6364163756', '0.9758104086', '0.07851559669', '0.1464446187', '-0.779145062', '0.3693944812', '1.687218308', '0.1390718371', '-0.2443787754', '-0.643234849', '0.2070854902', '2.624550343', '0.9896360636', '0.2779009044', '0.5240241885', '2.266344786', '2.978741407', '2.063626528', '0.2191913873', '0.2758252919', '-1.311369777', '-0.9156772494', '-1.084623814', '-0.271097064', '-0.8970811963', '-0.8174849749', '0.8429876566', '-0.5601066947', '2.344490051', '1.850636363']","['-0.3942436278', '0.09499935806', '0.5855938196', '0.9584130645', '-0.3490557075', '-0.6651113629', '-0.1123563871', '0.462972194', '1.447497368', '1.578441501', '1.63898015', '1.45544827', '0.004960460123', '0.09670980275', '-0.8666505218', '-1.178735614', '0.1531428397', '0.6758367419', '1.259356856', '1.266493797', '-0.5468708277', '-1.034585238', '-1.218190551', '-0.5606645942', '0.4615470171', '1.112900376', '1.372699261', '0.7386448979', '-0.03953443095', '-0.8922518492', '-0.5429763198', '0.07014272362', '0.7987608314', '1.256502748', '0.8369922638', '-0.1746793389', '0.6439027786', '-0.6569037437', '-0.5677329898', '1.152946711', '0.8522377014', '0.1400166601', '0.6199905276', '1.24977231', '-1.564673185', '-1.401102304', '-0.3212315142', '-0.802551806', '-0.7164812088', '-1.200112224', '-1.301040888', '-1.124400377', '-0.343906641', '-1.663215637', '-0.9833020568', '0.2812364399', '-0.5225217938', '-1.031083941', '-1.291497469', '-0.7087179422', '-1.384227276', '-0.6419536471', '-0.004014937207', '-0.1636340618', '-0.7216512561', '-1.618922949', '-0.4311532378', '0.1066191122', '0.2510389686', '-0.1804572046', '-0.3357047737', '-1.204156995', '0.7994042635', '0.9584279656', '0.7709451318', '1.006302118', '0.6824195385', '1.486954927', '1.322861075', '-1.783342719', '-0.1694240272', '-0.7886118293', '-1.202557206', '-1.340171933', '-1.820537567', '-1.382223845', '-1.962321639', '-1.440855265', '-2.197948694', '-1.522616506', '-0.1788191497', '-2.010569334', '-1.446784258', '-1.851876736', '-1.696867347', '0.1398655623', '-1.435068965', '-1.138463378', '-1.131312013', '1.036290646', '0.5526667237', '-0.577331543', '-0.2408361882', '-1.611656427', '-0.6072493196', '-2.669774294', '-1.305803657', '-2.265730381', '-2.321228504', '-1.687276125', '-1.28041327', '-1.311728001', '0.5611186028', '-0.5773428082']"
