sub_id,soc_win,soc_loss
1301,"['0.8157218695', '1.151254296', '2.421598911', '2.999938965', '0.5501998663', '-0.5527743697', '1.045053005', '2.014358044', '1.163220167', '-0.1115702987', '0.4359024465', '2.465882778', '1.710227728', '0.9515607953', '0.5276489854', '0.498293072', '1.724213004', '1.229976416', '1.373373032', '1.637248039', '1.323005199', '1.295059443', '2.013134718', '0.4348502457', '1.005663633', '1.306258082', '1.065485954', '1.063304543', '0.2398307323', '0.6883960366', '0.6518869996', '2.273252726', '1.930588245', '1.238123298', '0.6298573017', '0.1802247763', '0.1628498435', '-0.1970103383', '0.8012729287', '0.7072407007', '0.7579929233', '1.036817431', '-0.1921045929', '-1.157012224', '0.09451167285', '-0.5631498098', '-0.869822979', '0.4883252382', '1.023867607', '-0.6628820896', '2.141622782', '2.538384199', '1.47039032', '-0.2958812416', '-1.074650526', '-1.225261092', '1.660530329', '1.763681889', '0.2833839059', '-0.2988705039', '-0.6419044733', '-0.6959530115', '0.9488517642', '-0.3071194589', '0.4043011665', '1.090879321', '-0.6714778543', '-1.689828277', '-0.9444913864', '-0.5036230087', '0.5969234109', '0.01251564827', '-1.829432964', '4.15784359', '2.362034798', '-0.9114065766', '1.953774452', '0.3048506379', '-1.562011719', '0.3876525164', '0.02516788617', '0.2108672559', '-0.9205848575', '0.5015397072', '2.245253563']","['0.6853430867', '1.569285393', '1.259127021', '0.9721244574', '-1.186526537', '-1.591761351', '-0.2171799988', '1.769026756', '0.3975903094', '-0.7351800799', '-0.1186505333', '1.397844315', '-0.7297430038', '-1.156589866', '-1.731712103', '-1.555539846', '1.400339007', '-0.1584055275', '-1.24119556', '-0.8770611882', '-1.081683874', '-0.5722951889', '1.139165282', '-0.2150291502', '-0.4437120557', '-0.3185290098', '-0.4414410889', '-0.02687172033', '-1.003026366', '-0.3554985821', '0.0131471632', '1.254382372', '0.2662936151', '-0.5999937057', '-0.606679678', '-1.496171117', '-1.105783701', '-0.009575355798', '0.7596049905', '0.4097960591', '-0.415705353', '-0.4446746409', '-1.505738735', '-1.565103769', '0.5675785542', '0.5414959788', '-0.7164644599', '-0.9584019184', '-0.8620352745', '-1.494833946', '1.084882021', '1.441017866', '0.2466219813', '-1.005262852', '-0.7511433959', '-1.214319825', '0.9970673919', '1.384756804', '-0.6429541111', '-1.107685924', '-0.9271267653', '-1.357320547', '1.005729318', '-0.2811358273', '-0.1893980801', '0.1397226453', '-1.001908422', '-1.263142824', '-0.2227422148', '-0.2849287093', '-0.2849316001', '-0.7801045179', '-1.688400984', '3.789978743', '2.218378067', '-0.494484961', '1.685471416', '-0.202058509', '-1.213569522', '0.49722597', '-0.3092366755', '0.09303707629', '-0.4098433256', '0.9874684215', '1.814738274']"
1302,"['0.2380579263', '1.047890902', '-0.9061850905', '-0.05213867873', '-0.08139915764', '0.8520987034', '2.315760374', '1.471315622', '0.3078393638', '0.2227795869', '1.611895561', '-0.1486536413', '1.081231356', '1.457714677', '2.127341032', '2.787926197', '1.287642598', '0.2933091521', '-0.108881101', '0.1592901796', '1.717666984', '2.074438334', '0.2050786316', '2.054874659', '1.376385927', '-0.2421523482', '-0.5267958045', '0.4731036425', '0.4512767792', '1.82398963', '-0.06163047999', '0.1821604967', '-0.9733647704', '0.4825562537', '1.614802003', '1.081808567', '0.8721366525', '0.04090836272', '1.114175558', '0.1027444452', '-0.0644005686', '1.228952408', '1.40906477', '-0.04274830595', '0.9229179025', '1.729816437', '1.071089745', '0.5899771452', '-0.5283535719', '-1.196225405', '0.4170113206', '0.5520920753', '-0.7570894361', '0.1994129866', '1.098652482', '0.5017165542', '-0.8579381704', '-0.8367323279', '-1.217998862', '0.5381153822', '1.403663158', '0.06697190553', '-0.8537997007', '-1.10376358', '0.08005014807', '1.570363522', '0.479452908', '-0.4959267974', '0.3571461141', '0.7114576697', '1.526786208', '0.4285251498', '-0.3992586136', '0.2465510517', '0.8787406683', '2.099043846', '0.9867518544', '0.5417158604', '2.028858662', '0.3970193863', '0.9719259143', '1.913656354', '-0.3674437106', '0.6963876486', '1.753365874']","['0.6327469349', '0.8340241909', '-0.6562815309', '0.4268761575', '-0.1356920898', '0.4900969863', '1.963420153', '2.251989841', '0.5120493174', '0.5307554007', '1.722502828', '0.4292269945', '0.6359891295', '0.4943769276', '1.307875872', '1.346387506', '1.346894264', '0.5257728696', '0.3219794631', '0.1256065071', '1.169934511', '1.35877037', '-0.4951340258', '1.932519436', '2.028810024', '0.9761249423', '0.622837007', '1.09251976', '-0.3882217407', '0.8383219838', '1.532845616', '0.9721791744', '-0.9584511518', '-0.864810288', '0.3959219754', '1.140939236', '0.3269142807', '1.86082685', '1.446112275', '-0.4439761341', '-0.5298325419', '0.8737912774', '1.438429356', '0.1742662936', '1.289546609', '1.157821059', '0.9795133471', '1.232888103', '0.5952875018', '-0.1364072412', '0.264296025', '0.5077440143', '-0.5915132165', '-0.7590839863', '0.1308643967', '0.07884649932', '1.296160102', '0.5135511756', '-1.237189531', '-0.8892328143', '0.2906467617', '0.2644420862', '0.1285299808', '-1.853952527', '-1.473777771', '0.5358144045', '1.028636932', '0.7034735084', '-0.7712807059', '-0.05128605664', '1.113870859', '0.7948247194', '0.7138983011', '0.6231782436', '1.117861271', '2.000068426', '1.669854164', '0.7665124536', '1.798282504', '0.6384256482', '0.8039431572', '1.407927036', '-0.9114310145', '0.06193266064', '1.925251007']"
1303,"['0.4219561517', '-0.9748129845', '-0.461674571', '-0.4330294728', '-0.9205293059', '-0.5223596692', '-0.03902606294', '0.9125286341', '-0.885545373', '-1.315643907', '-1.575847387', '-0.419710964', '-0.6367918253', '-1.229174018', '-0.453127265', '1.580211282', '-2.247934103', '-1.158300161', '-0.9266789556', '-2.153419018', '-1.016494751', '0.1190852746', '-1.798377156', '-0.5406022668', '0.4575865865', '-0.7431501746', '-1.103709698', '-1.008094549', '1.115996242', '1.794021487', '0.2256330699', '-0.6193710566', '0.1046174094', '1.19029212', '0.2082758248', '0.4741586745', '1.972879291', '-0.7168382406', '-0.8292099833', '-0.2209806144', '1.069689274', '0.4935024679', '-0.1283901036', '0.843129158', '-1.693077564', '-0.50979352', '0.850933969', '0.665548861', '-0.6747795939', '-0.1186968461', '0.6413247585', '-0.09259133041', '0.3716858625', '0.8143568635', '1.305864096', '2.232575417', '-0.6248144507', '-0.3887445033', '0.3276149631', '0.80072999', '0.7435281277', '1.607872844', '-0.135748297', '0.2430673689', '0.7589742541', '1.214547038', '1.360369682', '1.970265508', '-0.0812131539', '0.3233220279', '0.7020770907', '0.08074864745', '0.5602977276', '0.5373354554', '0.629166007', '0.5569862723', '0.04272660986', '0.2746902108', '0.4491707087', '-0.3500937223', '-0.2254259139', '-0.1061048359', '-0.2934085727', '0.2945517004', '0.9797657728']","['0.8141705394', '0.1269464493', '0.6838381886', '0.3864203095', '0.004137710668', '-0.3711044788', '-1.07342279', '2.810506105', '0.7938351631', '-0.6890346408', '-1.790715933', '0.2517730594', '-0.5269380808', '-1.276226401', '-0.6039348245', '0.147924602', '-1.001397491', '-0.2695867717', '-0.1352245957', '-1.399914145', '-1.105852365', '-0.8001275063', '-0.5499941707', '0.2432685643', '1.720028877', '0.08656511456', '-1.026418209', '-1.015483499', '1.081930041', '1.618436813', '0.4719118178', '0.913646996', '1.510231495', '1.136218309', '0.1130617261', '0.5881046653', '1.760945678', '0.2764317989', '0.5079313517', '0.2382617444', '0.8288024664', '0.4336174428', '-0.6119113564', '0.462469697', '-0.9818118811', '-1.390584946', '0.2708393633', '-0.1247570515', '-1.372606754', '-0.4263339937', '1.7279737', '1.202071667', '1.410328627', '1.570768595', '1.591910958', '2.015525341', '-0.4228693843', '-0.01822040789', '0.9157450199', '0.5830957294', '0.2897123992', '1.464882255', '-0.4215296507', '-0.2909895182', '-0.582457304', '-0.1985091269', '-0.1297067851', '1.331902266', '-1.476179004', '-1.123180032', '-1.069662094', '-1.704520345', '-0.3255343735', '0.8334187269', '0.7382171154', '0.08607807755', '-0.02752678841', '0.01754617877', '-0.6749360561', '-0.8622329831', '-1.432728648', '-2.358190298', '-1.342208385', '-2.083450794', '-1.291461825']"
3116,"['-0.6136075258', '-1.281537533', '0.5451706052', '-0.2221281081', '-0.304469943', '-0.2868190408', '-0.1559716165', '-0.7856405973', '-0.8130501509', '-0.9742050767', '-0.9155260921', '-1.220546961', '-0.7418017983', '-0.09452654421', '-0.5055074692', '0.08818736672', '-0.7175318599', '-0.4817943871', '-1.088528872', '-1.055060983', '-0.6836980581', '0.2865186334', '-0.9870342612', '-2.104388237', '-1.954172611', '-1.318527102', '-1.055357933', '-0.1206467599', '-0.1282737404', '0.7290588021', '-2.957619667', '-4.048164845', '-4.041448116', '-3.104512215', '-1.533643842', '-0.8336644173', '0.297611773', '-1.152289987', '-2.433558464', '-3.560389996', '-3.310381889', '-2.309561253', '-1.007873058', '0.9927670956', '-1.369804144', '-2.933975935', '-2.368246317', '-2.236127853', '-1.792805791', '0.1553907841', '-3.90976429', '-4.010249615', '-4.597759247', '-3.663178682', '-1.677981853', '1.382254124', '-2.583862782', '-4.262257576', '-4.627997398', '-3.694141865', '-1.61657095', '0.154406026', '-3.880945683', '-4.05724287', '-3.272184849', '-2.02650404', '-0.06961961836', '1.829672098', '-1.975140572', '-0.6577197909', '-0.4338214993', '0.4433989823', '1.073119402', '-3.25255537', '-1.898349047', '0.102787517', '-3.536734581', '-2.508095503', '0.02724923566', '-3.337100029', '-3.336505413', '-1.336254239', '-3.07754755', '-2.339423418', '-0.5216957927']","['-1.014818668', '-1.461642027', '-1.384370208', '-0.1247820556', '0.4407316446', '0.3100442588', '0.3478936255', '-0.8144273162', '-0.371467948', '-0.3544696569', '-0.656424284', '-1.594385386', '-0.1371886134', '0.2888969779', '-0.4857593775', '-0.396530211', '-1.373735547', '-1.377909184', '-0.2793372273', '0.2137716264', '-0.01086686086', '0.1134645492', '-1.24320507', '-2.41756916', '-1.386268616', '-0.8024679422', '-0.7976212502', '-0.3918831348', '-1.110012174', '0.03988238052', '-2.795053482', '-4.210555553', '-3.650803566', '-2.161376953', '-1.416727424', '-1.134864211', '-0.4458265603', '-0.7676323056', '-2.956694603', '-3.584145308', '-1.630886912', '-0.7335584164', '-0.9224146605', '-0.3772343695', '-1.855214357', '-3.288850546', '-1.879257917', '-1.716839314', '-2.268369675', '-0.8339061141', '-3.642864227', '-4.121006966', '-5.304468155', '-4.378687382', '-2.615030289', '0.05234293267', '-2.579685688', '-4.673803806', '-5.009004116', '-3.729503632', '-2.019944906', '-0.2529139221', '-4.566262245', '-4.2458992', '-2.416543722', '-1.087522745', '0.1643858403', '1.402395964', '-3.140341759', '-0.9325108528', '-0.5060437918', '-0.5395991206', '0.3625069559', '-3.766559839', '-3.033965349', '-0.6298720837', '-5.075757504', '-4.271156788', '-1.339166403', '-4.967627525', '-4.053580761', '-1.321372509', '-4.261376381', '-2.044594049', '0.5503046513']"
3122,"['0.3367886245', '0.7425655127', '-1.65737927', '-0.9201885462', '0.2533242702', '0.5222343802', '0.02189129405', '-0.3884875178', '0.4211390018', '0.477165997', '0.2079776078', '-1.140734792', '-0.3375181258', '0.3171442449', '0.8284412622', '1.111171007', '-0.830580771', '-1.128084898', '-1.056653023', '0.1521919221', '0.527266562', '-0.1197788417', '-1.04310441', '-0.7857974172', '-0.8131520152', '-0.1301096529', '0.2943201065', '-0.09884148836', '-0.3830817044', '0.2418141663', '-0.9902275205', '-0.122575216', '-0.5411006212', '-1.413762331', '-0.9883285165', '-0.442345053', '0.06777673215', '-0.417917341', '-0.09999511391', '-0.4216516018', '0.01422141679', '0.5713015199', '-0.2100969851', '-1.096625805', '-0.1755464375', '0.05778326467', '0.3857401013', '1.443946838', '1.775425553', '0.2732228935', '1.669869423', '1.632084489', '0.8129572868', '-0.9643323421', '-0.2360382527', '0.807869494', '0.8696237803', '0.6002142429', '-0.1562436223', '-0.1297009587', '-0.02278933302', '0.08385038376', '0.360396564', '0.4038923085', '2.084820509', '1.899669051', '0.01899055019', '-1.066445231', '0.7827199101', '2.333459616', '2.414573431', '1.667214513', '0.3759776354', '2.467465878', '2.445937634', '2.219921112', '0.8131610155', '1.716766834', '1.649125338', '-0.5031360984', '1.880672932', '1.44009614', '-0.4122569263', '2.395604372', '1.908140302']","['-0.2990118265', '0.6081888676', '-1.571743965', '-0.1890564412', '0.4284570217', '0.4267484248', '1.036185503', '1.373413205', '0.5769055486', '-0.2651175261', '0.2119774073', '-0.4593400061', '0.5921344757', '2.136460066', '2.145846605', '2.328480482', '-0.2646741867', '-0.1946620792', '0.4095201194', '1.700302005', '1.443704844', '0.7827273607', '-0.4662209153', '0.3943340182', '1.118781924', '1.352924347', '0.4545225799', '0.3529645801', '-0.3243663907', '1.099387169', '-0.6193134189', '-0.03598666936', '-0.7195922732', '-0.9691390395', '-0.2244477272', '0.09043709934', '0.7842754722', '-0.0101144528', '0.01707908697', '-0.1407909244', '0.8803183436', '1.287505388', '0.3799993396', '-0.8673123121', '-0.1230825558', '0.4355982244', '1.684446335', '2.738636255', '2.219122648', '0.5578272343', '0.5006573796', '0.5360800028', '-0.05681275576', '-0.8601940274', '-0.2557069063', '0.2005899549', '0.4613904953', '-0.03971836343', '-0.5629643202', '0.09671352059', '0.482298106', '0.2447266132', '-0.5636918545', '0.1514473706', '2.094053745', '2.222733021', '0.6548960209', '-1.13063693', '0.4944739342', '2.350085735', '2.847455502', '2.020854473', '-0.0347045362', '1.807014465', '1.961091876', '2.058255434', '0.8994700909', '1.803793669', '2.202858448', '0.3321171403', '2.450307131', '2.666812181', '0.3924188614', '2.615094662', '2.566772699']"
3125,"['-1.024886489', '-0.6671851873', '-0.4520578384', '-1.657853842', '-1.496266603', '-0.1990276873', '0.3129890263', '0.2335475832', '-0.5174200535', '-0.6930588484', '-0.8698126674', '-0.4060684443', '-0.6005470753', '-0.9911181331', '-1.5144099', '-1.361872792', '0.2147092819', '-0.632840097', '-0.9651424289', '-1.154543161', '-1.16247797', '-1.063357472', '0.7623181939', '0.4621341825', '0.5139214396', '-0.4122560322', '-1.420841932', '-1.283611774', '0.1309863776', '-0.1265544593', '-0.4223586023', '-0.4532591999', '0.06432171911', '-0.00362650794', '-0.3784754574', '-1.044458628', '-0.4367376268', '0.5357228518', '-0.2839827836', '0.3537032902', '0.7969319224', '-0.0523917079', '-1.115243912', '-0.8886627555', '0.6305772662', '1.149575591', '1.076803446', '0.847363174', '-0.6013538241', '-0.6150307655', '-1.706283212', '-0.4657568038', '-0.07405688614', '0.1912669241', '0.3115092814', '-0.2217283994', '0.06999548525', '-0.1563817859', '-0.3908899128', '-0.2015748322', '-0.2725558281', '-0.4294167459', '-0.272077024', '0.2774691284', '0.4003322423', '0.1802744418', '-0.4802794456', '-0.05027905852', '0.5475510955', '0.3320963681', '0.799578011', '-0.308578223', '-0.5908726454', '-1.726352692', '-1.505384207', '-1.117305994', '-1.936808944', '-1.431874275', '-0.7099046707', '-1.754895329', '-1.822892666', '-1.209246278', '-0.9705258608', '-0.8956563473', '-0.1367681623']","['-1.309318304', '-0.8777797222', '-0.1167789549', '-0.6737052798', '-0.7417894006', '-0.4900738001', '-0.5122021437', '0.6909239888', '-0.2392327487', '-0.5804056525', '-1.373372197', '-0.1475483179', '0.01583298855', '-0.02264782041', '-0.1011024341', '-0.02813576162', '0.3913686872', '0.2145781964', '0.2763409019', '0.1433700174', '0.08605581522', '-0.5291285515', '0.3346288502', '0.6992650032', '0.564935863', '-0.1843226701', '-0.2687374353', '-0.5687001944', '0.04986170679', '0.2755194306', '-1.633301139', '-1.31470871', '-0.06369181722', '0.4086524248', '-0.1390102655', '-0.5253987312', '0.5297368765', '-0.6793420911', '-1.414409518', '-0.4492869675', '0.1295806766', '0.05241977796', '-0.2728352249', '0.2181209028', '-0.8784153461', '-0.3982789516', '-0.7458056808', '-0.1099185273', '-0.2763365209', '0.02669147216', '-1.893446326', '-0.522832334', '-0.9973069429', '-0.8644565344', '-0.3997900784', '-0.6762621403', '-0.9846502542', '-0.36256513', '-0.7237374783', '-0.7560186386', '-0.7348915339', '-0.76505512', '-0.8437772989', '-0.2283804864', '-0.2420489341', '-0.4988449812', '-0.6715729833', '0.3706158102', '-0.3229240775', '-0.6084958911', '-0.9689226151', '-1.65405488', '-0.5250334144', '-3.533669949', '-3.276255608', '-1.723208308', '-3.614309072', '-3.144203663', '-1.177985668', '-2.218384981', '-2.480735779', '-1.21233809', '-0.2621822655', '0.03385898843', '-0.2876511216']"
3140,"['-0.5534110665', '-0.1036043763', '0.9095091224', '0.8270730376', '-0.3440069258', '-1.618869305', '-2.851079702', '0.3452087641', '-0.8065776229', '-1.792680979', '-2.298826694', '0.7411669493', '-0.7170357108', '-1.03773725', '-0.7547951937', '-1.299451351', '-0.1893577129', '-0.05474591628', '0.2909510732', '-0.2339304835', '-0.9886180758', '-1.801277757', '0.1484766603', '-0.02162782848', '-0.3649451435', '-0.8313433528', '-1.466341138', '-1.877389431', '0.8134614229', '-0.1462534368', '-1.169986963', '-0.7790587544', '1.330593348', '0.2202263474', '0.2719741166', '0.7808274031', '0.4457942247', '-1.148391128', '-0.8232935667', '0.4054314196', '-0.05092599988', '-0.2071713209', '0.5400061011', '1.13680768', '-0.1533139795', '-0.2477729172', '-0.375523746', '-0.5294690132', '-0.3553667963', '0.08188292384', '0.7265636325', '0.6696855426', '0.7484560609', '0.5563558936', '1.490655184', '2.339818954', '-1.045392513', '0.4402863085', '1.05410862', '0.4873796701', '0.9839689136', '1.898318052', '-0.1889794767', '1.056579828', '0.5317081213', '0.266125828', '0.7399730682', '1.160525322', '0.3838858604', '0.2967331111', '-0.0900888294', '-0.3906206489', '-0.2648852468', '1.795397043', '1.061729431', '1.326454997', '0.7744059563', '-0.3398672938', '0.2175824195', '0.2917104363', '-0.3599385023', '-0.1531406641', '0.2996921539', '0.5845291018', '0.02751729451']","['-0.08320617676', '0.1301326007', '0.8209713697', '0.6243139505', '-0.02966519445', '-0.7434288263', '-1.84794116', '0.3943446875', '-0.6759623289', '-2.048012018', '-2.550860167', '-0.7113952637', '-1.590976596', '-1.370300889', '-0.557131052', '-0.2855203748', '-0.5520191193', '-0.7141294479', '-1.170087695', '-0.8167004585', '-0.1947556138', '-0.7586520314', '-0.3112893403', '-0.3933159411', '-1.451100349', '-2.014057636', '-2.290314674', '-2.143191338', '-0.4577354491', '-0.6027262807', '0.09197210521', '0.06045828015', '0.2891030312', '-0.9796997309', '-0.8288580775', '0.07370507717', '0.4026397169', '-0.2585274875', '-0.7277560234', '-0.9129670858', '-1.480492473', '-0.9935978055', '0.5164531469', '0.9121245742', '-0.5617243052', '-1.050644279', '-1.465670228', '-1.640341401', '-1.259146571', '-0.5584954619', '0.5101063251', '-0.01129679289', '-0.3913344443', '-0.5242657661', '0.1796679795', '0.8423681259', '0.3358766139', '0.05693167076', '0.1012338921', '-0.211290136', '0.212909162', '0.8627582192', '-0.2569136918', '-0.08764748275', '-0.385817647', '0.1169667393', '0.996473968', '1.316253781', '-0.2054601759', '-0.3993756771', '-0.3472456336', '-0.2315407991', '0.3834235072', '0.7909450531', '-0.3199111521', '0.3107554615', '-0.5049778223', '-0.8635374904', '0.6669462919', '-0.401571542', '-0.06681633741', '0.8392124176', '-1.102904558', '-0.413395226', '0.7669681907']"
3143,"['-0.821184814', '-0.1369112432', '-1.606220007', '-1.098587275', '-0.7527201176', '-0.1644841135', '1.290481687', '0.6875219941', '-0.2030143887', '-0.4714869857', '-0.5079490542', '-2.801125765', '-0.6683577299', '1.337799072', '1.828084469', '2.913933754', '-1.161111116', '-1.403300405', '-0.6589657068', '-0.3965542018', '0.3710662127', '2.192081928', '-0.2839835584', '-0.3875357807', '-0.5061229467', '-0.6244983077', '-0.9922665954', '0.04674666747', '1.585579157', '1.43905282', '1.465530038', '-0.4499017', '-1.376336932', '-0.1757269949', '1.381998539', '1.826009154', '1.448596835', '0.1929724514', '-0.162467584', '0.7863933444', '1.928438544', '1.490523815', '0.7407138348', '0.4267880619', '0.546245873', '1.844240427', '2.274074316', '0.702540338', '-0.9657774568', '-0.1738028377', '-0.2714496851', '0.4472285509', '-1.384083509', '-1.793446898', '-0.8373399973', '0.1822548211', '1.619315267', '1.657815695', '-0.4712098241', '-1.519379258', '-0.2652693391', '0.7006455064', '2.677515507', '2.293285608', '2.860965967', '2.229848862', '0.4723395705', '-0.8488429189', '3.198554993', '3.497389078', '2.204008341', '-0.08768492937', '-0.5242708921', '-1.304270506', '-1.81633389', '-1.607156992', '-1.633858204', '-2.564413309', '-1.763345242', '-1.0988065', '-1.936023474', '0.3683457077', '0.8817577362', '2.031851292', '3.645615339']","['-0.0967560783', '-0.5493086576', '-0.9656636119', '0.6719067097', '0.4508497417', '-0.08730166405', '0.1177411526', '0.529442966', '0.07187324017', '-0.9077697396', '-0.7157668471', '-1.060017824', '0.2988336384', '1.845953107', '2.302303791', '2.652808905', '-1.227274776', '-0.7903420329', '0.1586743742', '0.2352486551', '0.9569710493', '1.892072439', '-0.9948717356', '-0.7022995353', '0.04175513983', '-0.09147550911', '-0.1055865884', '0.6169816852', '1.054732203', '1.433846235', '1.757474899', '0.1091933027', '0.09707672894', '0.4212306738', '0.5642017722', '1.254557967', '1.362433553', '-0.9239925742', '-0.5068677068', '1.196153283', '1.975221038', '0.9366036654', '0.5434874296', '0.0575806275', '-0.0693340525', '1.882078886', '2.452061653', '0.8655720353', '-0.4081559777', '-0.5956853032', '0.1464633346', '0.9951218963', '-0.5519307852', '-1.653988242', '-2.089056492', '-0.6492652297', '1.256223559', '1.805478454', '0.5724138618', '-0.583552599', '-0.957836926', '0.4055812657', '2.389611721', '2.400650024', '2.878898859', '1.758215904', '0.3667629957', '-0.7845143676', '2.938209295', '3.381531715', '2.112262726', '-0.1135736927', '-0.9797484875', '-1.274972796', '-2.448417425', '-2.754618883', '-0.8454870582', '-2.216416836', '-3.033266306', '0.07061186433', '-0.5083139539', '0.1140457466', '0.9671237469', '2.395272732', '4.043130398']"
3166,"['-0.1472139359', '-0.2666722536', '-0.6976750493', '0.8719386458', '0.3753527403', '0.1157507971', '1.630722046', '0.1905107647', '-0.1063164994', '0.1550223529', '1.328958392', '-0.6936348677', '-0.2381200343', '0.7720045447', '0.7812508941', '1.85298574', '0.3219677508', '-0.07964701205', '0.6064537764', '0.7837617993', '0.780661881', '2.231307268', '1.463519216', '0.33933568', '0.5887940526', '0.8422027826', '0.9660582542', '1.709522843', '0.7627452612', '0.9449685216', '0.1807301939', '0.237990737', '-0.490993768', '-0.7918173075', '0.8574848175', '1.806642652', '2.274151564', '1.329521775', '1.207255363', '0.6834405065', '1.108404398', '2.15026474', '1.940492034', '2.223910332', '1.471165299', '1.45137167', '1.897669911', '2.283937216', '1.601055026', '1.62417841', '1.570634961', '1.294333696', '1.162473083', '0.8484731317', '1.233725905', '2.650741339', '2.084635496', '0.6592676044', '0.6900631189', '0.1196843684', '1.244034648', '2.859296799', '1.529742837', '1.532223344', '1.505370259', '2.486866713', '2.757619858', '2.563140154', '2.588358164', '2.750564098', '3.140788078', '2.932456255', '2.711736679', '2.036391735', '1.440686584', '1.675875545', '1.73377049', '1.664320469', '0.9465687275', '1.110540986', '0.7313461304', '0.1382759511', '0.8934833407', '1.172128201', '1.260586143']","['0.9765298963', '1.023951173', '-0.3244546056', '0.6172354817', '-0.6507855654', '-1.484820127', '-0.2004548609', '0.1974682808', '-0.4425242543', '-0.7376866937', '0.4150743783', '-1.588840127', '-0.7362660766', '-0.2889750898', '-1.170889258', '-0.3060497344', '0.01967334561', '0.1463958472', '-0.04336510971', '-0.974716723', '-1.249888539', '0.3956418037', '0.4524981678', '0.4653910697', '-0.08795897663', '-0.7086209059', '-0.4340936542', '0.9835413694', '-1.062740326', '-0.8661053181', '-0.5845299959', '-0.6045099497', '-1.93746984', '-2.550753117', '-1.269677281', '-0.6490326524', '-0.1334221661', '0.71809268', '0.4984089434', '-0.2886966765', '-0.6519332528', '0.1935097724', '-0.3824626505', '-0.1455608606', '0.7024891376', '0.3648305237', '-0.5290382504', '-0.03943457082', '-0.6218705773', '-0.8423918486', '0.11860542', '-0.2991162539', '-0.5682241917', '-1.535276294', '-1.193922281', '0.4170839787', '0.9474509358', '-0.8168906569', '-0.7759165168', '-2.26043129', '-1.336000204', '0.3436059952', '0.02495266311', '-0.8740898371', '-0.9194321036', '-0.03230497614', '0.8199200034', '0.3368760645', '-0.186198473', '-0.2243488133', '0.2450984269', '0.306984812', '-0.04994676635', '0.8338775039', '-0.4772292078', '-1.375714183', '1.012845159', '-0.3300502896', '-1.670629144', '0.2527651191', '-0.9328027368', '-1.38716495', '-1.431218624', '-0.3467953801', '0.2238538265']"
3167,"['1.476157188', '1.823460102', '1.064375281', '1.950083375', '1.786223888', '0.5211148858', '0.4224996567', '2.104409218', '0.6312822104', '-1.557712436', '-1.753488779', '-2.170079231', '1.379837632', '2.814793587', '2.399236917', '2.207737684', '-1.397091985', '0.8207297325', '2.052640915', '2.222757816', '1.106911063', '0.6542179585', '-1.021514058', '1.181750774', '1.806634545', '1.175659299', '-1.802213669', '-1.6071136', '0.1194968', '1.039197564', '-0.9450467229', '-1.505152345', '-2.548945427', '0.1259482205', '1.894948483', '3.057783842', '3.073097229', '0.2104036957', '0.2998324335', '0.3527418673', '1.620299816', '2.542346716', '2.451752901', '1.424320459', '-0.2353041321', '1.680201173', '3.169713974', '2.3964746', '0.7007610202', '0.2071116269', '1.205356836', '1.806383491', '-0.3054866195', '0.4960099459', '1.322627664', '1.750016689', '1.165865779', '1.027245402', '-0.2853817642', '0.2814799845', '2.77651906', '3.320806026', '0.9709686041', '0.8051071763', '1.817415357', '3.404160261', '3.551701546', '1.530626059', '2.137794495', '3.636437654', '4.332504272', '3.408623219', '1.016739964', '2.894814491', '2.144071579', '0.6440700889', '0.7923423052', '0.906458497', '0.8485946059', '-0.1984637529', '0.1480399221', '1.501513243', '-0.2828239202', '0.7480842471', '2.552562952']","['0.5152225494', '0.6746391058', '0.3069140911', '1.420763969', '0.5436784625', '-1.004529595', '-0.7178177238', '2.155400991', '0.2121591866', '-2.201972485', '-2.103446007', '-1.299838543', '1.611625671', '2.551212072', '2.468414545', '1.961481571', '-0.9924556017', '2.557809114', '2.857393742', '2.242659092', '1.245324373', '0.7013779283', '-0.001883630292', '2.074779749', '2.518156052', '1.616154909', '-0.7667792439', '-0.9549834132', '0.8645560145', '1.307790995', '-1.442025542', '-1.086476326', '-0.4507366419', '2.027523518', '3.205955982', '4.104897499', '3.470728397', '0.3426899016', '0.9290678501', '2.690229893', '4.273016453', '4.935482502', '4.162874699', '2.237250328', '0.5633218288', '3.094488144', '5.296658039', '4.169007778', '2.487391472', '1.739636183', '2.698684454', '2.253268003', '0.1573210955', '0.7958139181', '1.937389135', '2.085678101', '1.486150146', '1.82809341', '1.996691942', '1.939917445', '3.716463327', '3.526833296', '2.312534332', '3.704705', '4.281326294', '4.766996861', '4.06210041', '1.011243582', '3.951508284', '5.376001835', '5.724115372', '4.656232357', '1.901742578', '3.55527091', '2.492628813', '0.6646123528', '1.669987917', '1.684478641', '1.376083136', '1.698494196', '1.315605283', '1.320110559', '2.479682684', '1.967376828', '1.570051789']"
