29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
1.134040117  0.1713424027  0.5496739149  1.169597864  0.2581877112  -0.1456031054  0.3227309287  0.8222614527  -0.3350445628  0.4208987951  1.478689909  0.03797875717  2.077116728  -0.9201291203  0.08348013461  0.1879582554  
