29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
1.28409493  0.6795915365  1.608690739  2.119292498  1.435991764  0.3307148516  0.9453080297  2.043171644  0.4006884098  1.720780134  2.378852367  1.949516654  2.262551785  1.023128867  1.904408932  2.698082209  
