29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
-0.7460263371  -0.8198211193  -0.6635622382  -0.3558128178  -0.7482636571  -0.009378211573  -0.4349125922  -0.8337731957  -0.2119784057  -0.5099221468  -0.801052928  -0.6723690033  -0.5831690431  -0.4435964823  -0.6662434936  -0.9807203412  
