22  22  24  23  22  21  20  23  22  21  20  24  23  22  21  20  25  24  23  22  21  20  25  24  23  22  21  20  21  20  26  25  24  23  22  21  20  25  24  23  22  21  20  24  23  22  21  20  25  24  23  22  21  25  24  23  22  21  24  23  22  21  20  24  23  22  23  22  23  22  
41  42  41  41  41  41  41  42  42  42  42  40  40  40  40  40  41  41  41  41  41  41  42  42  42  42  42  42  39  39  40  40  40  40  40  40  40  41  41  41  41  41  41  42  42  42  42  42  38  39  39  39  39  40  40  40  40  40  41  41  41  41  41  38  38  38  39  39  40  40  
15  15  16  16  16  16  16  16  16  16  16  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  20  20  20  20  20  20  20  
2.056028128  2.039182663  2.260458231  3.41138196  2.908179522  3.195198059  3.995384932  3.017358541  2.392103434  2.609297991  3.638662338  2.687219858  2.225409746  2.350372076  2.025729656  1.664060116  1.785752416  2.864016771  2.81754756  2.388596535  2.649262428  2.530453444  -0.1952783763  1.116195798  2.015918255  1.251802921  2.061246395  2.121754169  0.5270751119  0.2187829167  0.5767791867  3.371479273  3.151628971  2.454580784  2.133581638  1.359705925  0.3267448545  2.167081118  3.401306152  3.662111998  3.226095676  2.408139706  1.140722036  1.34649682  2.153289318  2.23545599  1.862324595  1.214159131  1.441827536  1.161036015  0.7650696039  0.4260886908  0.3167711496  1.362829804  1.431858897  2.019668102  2.544666529  2.030685902  1.371536016  2.521045446  4.02691555  3.539835691  1.532770872  0.4286751449  0.2097824365  0.1940028667  0.8244962692  0.8891786337  1.889497876  2.933850765  
