sub_id,roi,cond,value
1001,vmpfc,soc_win,-0.5385615826
1001,vmpfc,soc_win,-0.7280828953
1001,vmpfc,soc_win,-0.3540582359
1001,vmpfc,soc_win,0.07092767954
1001,vmpfc,soc_win,-0.03767423332
1001,vmpfc,soc_win,-0.567343235
1001,vmpfc,soc_win,-0.420663774
1001,vmpfc,soc_win,0.3082573116
1001,vmpfc,soc_win,-1.958463788
1001,vmpfc,soc_win,-1.115238786
1001,vmpfc,soc_win,-0.4544717073
1001,vmpfc,soc_win,-0.7455857992
1001,vmpfc,soc_win,-0.229224205
1001,vmpfc,soc_win,-0.3870268762
1001,vmpfc,soc_win,-0.3210853636
1001,vmpfc,soc_win,-2.020397663
1001,vmpfc,soc_win,-1.381404519
1001,vmpfc,soc_win,-1.007209539
1001,vmpfc,soc_win,-0.7305077314
1001,vmpfc,soc_loss,-0.707822144
1001,vmpfc,soc_loss,-1.421846271
1001,vmpfc,soc_loss,-1.074378729
1001,vmpfc,soc_loss,-1.012712479
1001,vmpfc,soc_loss,-0.8091329336
1001,vmpfc,soc_loss,-0.3863628507
1001,vmpfc,soc_loss,-0.2129936218
1001,vmpfc,soc_loss,0.05878052488
1001,vmpfc,soc_loss,-1.843939781
1001,vmpfc,soc_loss,-1.372827411
1001,vmpfc,soc_loss,-0.7670252919
1001,vmpfc,soc_loss,-1.119282842
1001,vmpfc,soc_loss,-0.9297651649
1001,vmpfc,soc_loss,-1.040143728
1001,vmpfc,soc_loss,-0.5124294758
1001,vmpfc,soc_loss,-1.491040945
1001,vmpfc,soc_loss,-1.069465876
1001,vmpfc,soc_loss,-0.5631831288
1001,vmpfc,soc_loss,-0.8955104351
1003,vmpfc,soc_win,1.76453352
1003,vmpfc,soc_win,1.630694151
1003,vmpfc,soc_win,1.584111929
1003,vmpfc,soc_win,1.458149791
1003,vmpfc,soc_win,2.202864408
1003,vmpfc,soc_win,1.02552247
1003,vmpfc,soc_win,1.814248562
1003,vmpfc,soc_win,1.244184375
1003,vmpfc,soc_win,1.179282427
1003,vmpfc,soc_win,2.086778402
1003,vmpfc,soc_win,1.69018805
1003,vmpfc,soc_win,0.6384299994
1003,vmpfc,soc_win,2.654252529
1003,vmpfc,soc_win,3.30034256
1003,vmpfc,soc_win,0.7664773464
1003,vmpfc,soc_win,0.2161863446
1003,vmpfc,soc_win,1.122998834
1003,vmpfc,soc_win,1.764050722
1003,vmpfc,soc_win,1.696315646
1003,vmpfc,soc_loss,1.44405508
1003,vmpfc,soc_loss,0.8405929804
1003,vmpfc,soc_loss,0.2021045238
1003,vmpfc,soc_loss,0.5780565739
1003,vmpfc,soc_loss,0.3572123349
1003,vmpfc,soc_loss,0.0335669294
1003,vmpfc,soc_loss,0.8092213273
1003,vmpfc,soc_loss,1.003817081
1003,vmpfc,soc_loss,0.3294824064
1003,vmpfc,soc_loss,0.4307036698
1003,vmpfc,soc_loss,1.29934001
1003,vmpfc,soc_loss,-0.07240399718
1003,vmpfc,soc_loss,1.001065016
1003,vmpfc,soc_loss,2.534663677
1003,vmpfc,soc_loss,-0.5907821059
1003,vmpfc,soc_loss,-1.21267879
1003,vmpfc,soc_loss,-0.3588906527
1003,vmpfc,soc_loss,0.5911185145
1003,vmpfc,soc_loss,-0.1734360158
1004,vmpfc,soc_win,0.4963560998
1004,vmpfc,soc_win,0.7372536659
1004,vmpfc,soc_win,1.04797101
1004,vmpfc,soc_win,0.2308736145
1004,vmpfc,soc_win,-0.3630367517
1004,vmpfc,soc_win,-0.741976738
1004,vmpfc,soc_win,0.1655646414
1004,vmpfc,soc_win,-0.03372558951
1004,vmpfc,soc_win,0.2637222111
1004,vmpfc,soc_win,0.9421938658
1004,vmpfc,soc_win,0.3530626893
1004,vmpfc,soc_win,0.7000899315
1004,vmpfc,soc_win,0.1000066251
1004,vmpfc,soc_win,-0.55272609
1004,vmpfc,soc_win,-0.5666432381
1004,vmpfc,soc_win,-1.143710732
1004,vmpfc,soc_win,-0.2136157304
1004,vmpfc,soc_win,0.3952012062
1004,vmpfc,soc_win,-0.7752407789
1004,vmpfc,soc_loss,1.624783397
1004,vmpfc,soc_loss,0.08815107495
1004,vmpfc,soc_loss,1.935151219
1004,vmpfc,soc_loss,1.119381905
1004,vmpfc,soc_loss,0.7351469398
1004,vmpfc,soc_loss,-0.2793653607
1004,vmpfc,soc_loss,0.598608017
1004,vmpfc,soc_loss,0.2705653012
1004,vmpfc,soc_loss,0.6765711308
1004,vmpfc,soc_loss,1.809115291
1004,vmpfc,soc_loss,0.7565467954
1004,vmpfc,soc_loss,1.940083385
1004,vmpfc,soc_loss,2.253307581
1004,vmpfc,soc_loss,1.190529704
1004,vmpfc,soc_loss,-0.2305456251
1004,vmpfc,soc_loss,-0.2631092668
1004,vmpfc,soc_loss,0.1358637065
1004,vmpfc,soc_loss,0.3118581474
1004,vmpfc,soc_loss,0.6825056672
1006,vmpfc,soc_win,0.2308529913
1006,vmpfc,soc_win,-0.3178775609
1006,vmpfc,soc_win,-0.2408401221
1006,vmpfc,soc_win,0.0006298524095
1006,vmpfc,soc_win,-0.9790449142
1006,vmpfc,soc_win,2.139318466
1006,vmpfc,soc_win,1.308510423
1006,vmpfc,soc_win,1.089666367
1006,vmpfc,soc_win,1.208885908
1006,vmpfc,soc_win,0.9255955219
1006,vmpfc,soc_win,0.9660651684
1006,vmpfc,soc_win,0.4314712882
1006,vmpfc,soc_win,0.3391966522
1006,vmpfc,soc_win,1.0440588
1006,vmpfc,soc_win,1.799098611
1006,vmpfc,soc_win,2.994566679
1006,vmpfc,soc_win,1.223391771
1006,vmpfc,soc_win,0.917301774
1006,vmpfc,soc_win,1.428517103
1006,vmpfc,soc_loss,-2.612423658
1006,vmpfc,soc_loss,-1.574718714
1006,vmpfc,soc_loss,-2.978934765
1006,vmpfc,soc_loss,-3.280230999
1006,vmpfc,soc_loss,-3.960383177
1006,vmpfc,soc_loss,-0.2057687044
1006,vmpfc,soc_loss,-0.8566221595
1006,vmpfc,soc_loss,-0.7253645062
1006,vmpfc,soc_loss,-0.0139277596
1006,vmpfc,soc_loss,-0.5569377542
1006,vmpfc,soc_loss,-0.2546564341
1006,vmpfc,soc_loss,-1.643875718
