38  39  38  41  40  39  38  37  36  40  39  38  37  36  40  39  38  40  39  38  41  40  39  38  37  36  41  40  39  38  37  36  41  40  39  38  37  39  38  37  36  35  40  39  38  37  36  35  34  41  40  39  38  37  36  35  40  39  38  37  36  39  38  37  36  35  39  38  37  36  35  34  40  39  38  37  36  35  39  38  37  36  37  39  38  37  36  38  37  36  38  37  36  37  36  38  37  
41  42  42  41  41  41  41  41  41  42  42  42  42  42  43  43  43  40  40  40  41  41  41  41  41  41  42  42  42  42  42  42  43  43  43  43  43  40  40  40  40  40  41  41  41  41  41  41  41  42  42  42  42  42  42  42  43  43  43  43  43  39  39  39  39  39  40  40  40  40  40  40  41  41  41  41  41  41  42  42  42  42  43  38  38  38  38  39  39  39  40  40  40  41  41  39  40  
15  15  15  16  16  16  16  16  16  16  16  16  16  16  16  16  16  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  20  20  20  20  20  20  20  20  20  20  20  20  21  21  
5.404597759  3.423536062  12.19156933  7.123620987  -12.06339836  -15.66244507  -8.704907417  -7.36624527  -7.217862129  -4.030386925  -3.667933941  6.060331821  0.8786777258  -6.813727379  -1.027247429  -6.284385204  -5.761191845  4.563118935  3.509735346  -5.046515942  4.991719723  0.577965498  -4.644813538  -13.28281307  -15.54469872  3.362547159  -3.64170742  -3.944342613  -11.19886398  -19.69169617  -33.72899246  -29.29559708  -13.09228802  -10.75963593  -15.86589241  -25.64590454  -57.85565186  13.12467194  -0.6912645698  -18.6275444  -32.44786072  -50.57879257  8.069532394  5.946013451  -15.40750122  -25.64570045  -7.88987875  8.984671593  -6.745518208  -5.747562885  3.396929264  -4.775593281  -27.33921814  -57.03863907  -55.32325745  -14.145298  -10.22800636  -14.04115105  -22.61851692  -71.26230621  -73.56079102  -1.188001513  -8.460223198  -6.699054718  -1.191922545  -16.59875298  6.51762104  -9.32837677  -28.93079567  -42.41840744  -57.64471436  -8.388932228  15.86356068  8.174620628  -9.75944519  -51.20541763  -71.4654007  -67.36408234  18.89691734  -4.961256504  -57.09180069  -98.37776947  -44.22915268  -5.711975098  4.422697544  18.09233475  20.09645462  -0.1915684789  -0.8562466502  5.375541687  -6.505529404  -17.68929672  -42.5021553  -26.44872856  -67.53949738  -9.56101799  -8.101361275  
