29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
-5.118400574  -0.3799778223  0.1515062153  4.230873585  2.256474733  -47.19371414  -22.18913269  -10.18084812  -44.03840256  -19.86006927  -3.222503424  -6.298111439  0.1805569679  -32.91632462  -24.28752708  -6.74672842  
