29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
-34.48464203  -31.20874596  -34.06462479  -36.33204651  -27.59128189  -12.96305943  -24.9196682  -12.24927044  -16.85874557  -24.01056671  -23.76399231  -15.96094322  -27.07289314  -15.20937252  -29.33976936  -15.25484276  
