22  22  24  23  22  21  20  23  22  21  20  24  23  22  21  20  25  24  23  22  21  20  25  24  23  22  21  20  21  20  26  25  24  23  22  21  20  25  24  23  22  21  20  24  23  22  21  20  25  24  23  22  21  25  24  23  22  21  24  23  22  21  20  24  23  22  23  22  23  22  
41  42  41  41  41  41  41  42  42  42  42  40  40  40  40  40  41  41  41  41  41  41  42  42  42  42  42  42  39  39  40  40  40  40  40  40  40  41  41  41  41  41  41  42  42  42  42  42  38  39  39  39  39  40  40  40  40  40  41  41  41  41  41  38  38  38  39  39  40  40  
15  15  16  16  16  16  16  16  16  16  16  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  17  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  18  19  19  19  19  19  19  19  19  19  19  19  19  19  19  19  20  20  20  20  20  20  20  
1.485792279  4.653717518  -96.37756348  -49.71253204  2.85466671  -30.47466469  -147.8080902  -2.730860233  -33.25064468  -77.17372894  -145.7752075  -92.94697571  -85.33560944  -48.30967331  -84.07353973  -123.3234406  -151.5855408  -99.4892807  -40.6231575  -39.38823318  -41.17098236  -91.07193756  -105.5246582  -54.44960022  0.6141610742  -50.0851593  -133.3004303  -167.289505  -48.72974396  -48.59638596  -231.2398376  -114.3748245  -51.70513535  -31.69168091  -32.15685272  -76.08465576  -62.10966492  -58.67281723  -73.33183289  -24.55644798  -49.96108627  -33.53464127  5.897116661  -62.40113068  -37.69488144  -9.676393509  -57.53209686  -34.46341324  -105.8325653  -49.03787231  12.65121269  2.393846989  -13.19520569  -243.2444458  -3.384053946  9.465668678  -15.21478748  -35.0063858  -111.1020889  -45.27235031  -67.85270691  -36.57242203  18.14597321  -372.5244751  -277.2026367  -72.38037109  -27.79665184  -19.72462463  -47.85575485  -22.37219048  
