29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
91.57660675  182.7494965  72.3002243  60.02623749  50.50718307  35.07474136  -56.30834198  -7.704075813  -6.238427162  -64.53849792  -34.56611252  29.74569321  -25.93221664  -135.5446167  -122.8650742  -71.89672852  
