29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
-1.150395036  -162.111557  -28.97724533  100.9972  0.5278602839  -36.07862854  36.43498993  59.80368805  -204.1229706  -11.92823124  113.1896057  10.97228241  177.7908936  45.99686813  4.557727814  43.89183807  
