29  30  29  28  29  30  29  28  30  29  28  29  28  29  29  28  
54  55  55  55  56  54  54  54  55  55  55  56  56  54  55  55  
21  21  21  21  21  22  22  22  22  22  22  22  22  23  23  23  
-36.1259613  -34.67436218  -32.80838013  -22.7799778  -29.82421494  -69.74671173  -49.85227203  -14.27771759  -68.78142548  -65.4149704  -40.23638153  -56.03193665  -40.94067764  -45.2487793  -77.98233795  -38.7729454  
