sub_id,soc_win,soc_loss
1001,-0.3281530917,-1.115140502
1006,1.244383837,-0.9508832374
1009,1.118413905,-0.3638328706
1010,2.071748234,1.201151772
1012,2.041578123,1.194707249
1013,0.8792403433,-0.1933766316
1015,-0.1377082791,-0.5527186365
1016,0.6150314658,-1.248955766
1019,1.032409962,1.143668336
1021,-1.450071557,-1.552428251
1242,0.3856082502,-0.6349829966
1243,0.2870824625,-0.7403780034
1244,-0.146857373,-0.5148596623
1248,-0.3274935251,-0.8593640061
1249,1.880904691,1.093205651
1251,0.1461385685,0.3896859424
1255,1.287675527,1.093207769
1276,0.2179442464,0.2769612966
1286,0.3298601292,-0.9019784185
1294,0.3978136272,-0.3461999151
1301,0.3984869795,0.185129583
1302,1.200858179,0.3264022138
1303,0.6888875644,-0.322849016
3116,1.255317266,0.9923102928
3122,1.438398278,0.1317952989
3125,0.05331084439,-0.8075223539
3140,0.6981235614,0.3450658049
3143,-0.2768303525,-0.7175526088
3166,-0.03587098465,-0.9741110869
3167,1.947141415,0.4910140905
3170,1.790189653,0.4380656867
3173,0.810577129,0.1456550121
3176,0.05482594479,-0.7241544248
3189,1.662861048,-0.3565910766
3190,0.313628973,-0.3367503989
3200,-0.2373444375,-0.5847425907
3206,0.07136204692,-0.3371207099
3212,-0.6648596314,-1.902080345
3220,0.07343995221,-1.399599458
