sub_id,fri_win,fri_loss,str_win,str_loss,comp_win,comp_loss
1001,"['-0.01610345952', '2.299094915', '2.239407063', '1.213052273', '0.3301526904', '-0.8975406289', '-0.9252828956', '2.49988389', '2.521439791', '1.206237912', '0.3957270682', '0.2684666812', '-1.906765699', '-2.63146615', '-2.646460533', '-1.853219032', '2.760886908', '1.668063045', '0.5607453585', '-0.4176703095', '-1.22453773', '-0.9114229083', '2.543989182', '1.583692789', '1.5425843', '1.531822205', '0.3229566813', '-0.01567880437', '-3.010361433', '-2.606163979', '1.282656908', '0.6700857282', '-0.6435178518', '-2.45674634', '-2.742682219', '-3.050247908', '-2.588943958', '1.435308218', '1.653296709', '0.4839670956', '-0.7162038088', '-1.52995193', '-1.962779641', '-1.251598954', '1.82042861', '0.8063340783', '0.1511539668', '-0.130725652', '-1.155446172', '-0.6624932289', '-2.40124321', '-1.945688844', '-3.327520609', '-3.438602686', '-3.186413527', '-2.650156736', '0.5099101663', '-1.395924687', '-2.202730894', '-2.736030579', '-2.771936893', '-3.020082474', '-0.3828316629', '-1.201030493', '-1.656689286', '-2.356070042', '-3.075212955', '-2.649905443', '-0.1805309653', '-0.8599441648', '-1.591388464', '-2.674013138', '-2.45272851', '-2.878908157', '-3.930295229', '-3.609328747', '-2.874722004', '-3.355872154', '-3.390249491', '-2.755191088', '-2.257072687', '-2.397598982', '-2.204434395', '-1.806874514', '-2.216018677']","['0.2353644073', '3.185883522', '1.664412737', '0.5206999779', '-1.374057889', '-3.017451525', '-1.541006565', '2.16749382', '1.965765357', '-0.3857176304', '-1.284264803', '1.527130604', '-2.009748459', '-3.269257784', '-3.039398193', '-1.87130332', '3.622862577', '2.264039755', '0.327772826', '-1.600881934', '-2.616375685', '-2.126975536', '2.78311801', '2.181717396', '1.576650262', '1.079303265', '-0.6624299288', '-1.854142189', '-0.9873837829', '-1.184809566', '2.189370632', '2.975755215', '1.966009736', '-0.8414532542', '-2.586876154', '-2.774602413', '-2.109580755', '0.9253085256', '3.311961174', '2.449514866', '0.5202788711', '-1.885820389', '-3.247550011', '-2.774593115', '2.533280849', '2.142043591', '1.235185504', '0.6177517176', '-1.338727951', '-2.527019501', '0.385116905', '0.6933077574', '-0.7296926975', '-1.249757528', '-1.027914047', '-1.165740609', '0.1623627245', '1.106957555', '0.5818029046', '-0.2470618337', '-1.179183841', '-2.243163824', '1.257213831', '1.007154584', '0.2151850313', '-1.758409977', '-3.813543558', '-3.703616619', '0.7693048716', '0.476633966', '-0.5642614961', '-2.618622541', '-3.589665174', '-2.348843336', '-2.947132111', '-2.374564886', '-1.691555142', '-1.226296902', '-0.7341130972', '-1.123500347', '0.2508202195', '0.7071750164', '-1.172528148', '0.1760537475', '-0.4840556383']","['-2.139885426', '-0.2917956412', '-1.360385537', '-1.300490379', '-1.90059042', '-1.086269617', '-0.2841607332', '-0.3598257899', '-0.4611668289', '-0.9936066866', '-1.036512017', '-0.9011382461', '-1.744506836', '-1.466845751', '-0.5911202431', '0.00370458304', '0.1549341232', '-0.6246677637', '-1.382013202', '-1.528062344', '-0.4559043646', '-0.297562629', '0.5490143299', '-0.5247571468', '-0.8445990682', '-0.9430654049', '-0.4540140033', '-0.212117672', '-0.7488698959', '0.2437175363', '-0.1251615882', '-0.4973132312', '-1.041893363', '-1.759729266', '-1.321043849', '-0.644523561', '0.08705820143', '-0.03862652183', '-0.201747492', '-0.7901780009', '-1.909964085', '-2.153864861', '-0.9578957558', '-0.6127908826', '-0.5044368505', '-1.044258714', '-1.618683577', '-1.662092566', '-1.159726977', '-0.5440750122', '-0.1603003889', '-0.6153249741', '-0.8621519208', '-0.7260940671', '-0.6734967232', '-0.7812463045', '0.874658823', '-0.8475053906', '-0.9897486567', '-1.387287736', '-1.386337399', '-1.074829102', '-0.7944859266', '-1.223993897', '-1.720333457', '-2.137025118', '-1.759411812', '-1.431227565', '-1.876629949', '-1.886208415', '-2.022110701', '-2.014480114', '-1.956823707', '0.06418826431', '-0.3561171889', '-0.8747686148', '-0.4973167479', '-0.07751401514', '-0.3955480754', '-1.385194063', '-0.7417431474', '-0.4118720889', '-1.943715215', '-1.221476197', '-0.7224690914']","['-0.5343622565', '1.940833449', '0.8840631843', '0.04711069912', '-0.9272578955', '-2.005042553', '-2.863126755', '1.456878662', '1.172925949', '-1.165055752', '-3.051730871', '0.3018196523', '-1.011403322', '-1.500743389', '-1.138251185', '-0.9761196971', '1.996100783', '0.974570632', '0.05447863415', '-0.5867521167', '-1.684937358', '-2.598208427', '1.570067048', '0.9452388883', '0.958658278', '0.3904745281', '-1.074423432', '-2.211694717', '0.4225833714', '0.399905771', '1.246197581', '0.8752481341', '0.5619099736', '0.04117028043', '-0.1031793579', '-0.7890395522', '-1.238120317', '1.124477386', '1.434519291', '1.01439786', '0.2594021559', '-0.614438951', '-1.742449403', '-2.613285542', '0.8709353805', '0.291970551', '0.1035545394', '-0.5595287681', '-1.270220518', '-1.78609097', '-0.09413602948', '0.1101075038', '-0.1737849116', '0.03433814645', '-0.3050474823', '-0.8010715842', '1.553438306', '0.5466938019', '0.5505164862', '-0.006014469545', '-0.8510563374', '-1.664950371', '0.8995141387', '0.6447743773', '0.02000360377', '-1.471258163', '-2.576432943', '-3.008964062', '0.2233322859', '-0.2699326873', '-1.106311321', '-1.811209798', '-2.603239059', '-0.5473614335', '-0.9739265442', '-1.616448998', '-0.3317346573', '-0.410412699', '-1.309872746', '-0.648775816', '-0.424523294', '-1.321732521', '-0.858982265', '-0.533659637', '-1.325596809']","['-1.434222698', '-0.3813259006', '-0.2001632899', '-1.165886045', '-1.889297724', '-2.315953255', '-1.494275808', '-0.2183474004', '-1.336325884', '-2.19643116', '-0.9440156817', '-1.265691042', '-2.558789015', '-2.48444891', '-2.436667919', '-2.237962723', '0.9736598134', '-0.01674916595', '-1.471629024', '-2.358399391', '-2.791630745', '-1.702810049', '0.5017329454', '0.4442770779', '0.05621622875', '-1.485886931', '-2.190291405', '-0.6551879644', '-1.545897722', '-1.00613749', '0.5738800168', '0.06234456971', '-0.9091294408', '-1.973142624', '-1.836108923', '-2.365413189', '-2.032563448', '0.6624942422', '1.183999181', '0.1556705832', '-1.374238491', '-1.862756371', '-2.345315695', '-1.989810467', '0.7036103606', '-0.1328195184', '-0.9430506229', '-1.493805766', '-1.711164832', '-0.716399014', '-1.303648829', '-1.799758434', '-2.382971764', '-2.123981476', '-1.684521675', '-0.9692158699', '-0.05318218097', '-0.8205586076', '-1.508196592', '-2.052028656', '-1.540209889', '-1.576103687', '0.3817574978', '-1.308657289', '-2.02780962', '-1.709460378', '-2.034954786', '-2.375159502', '-1.297475219', '-1.997853875', '-1.716678977', '-1.72300446', '-1.510730028', '-2.888235569', '-3.09672904', '-2.587470055', '-3.869633675', '-2.444806576', '-1.868703604', '-4.752352238', '-2.195739269', '-0.915573895', '-5.238677979', '-3.006955385', '-1.184355497']","['-2.355407', '-0.7207025886', '-0.8303818703', '-1.524255037', '-1.595579267', '-1.160268903', '-1.083529353', '-0.4484264553', '-0.07148108631', '0.1295912117', '-0.178032577', '-1.659123421', '-2.462904215', '-2.114259243', '-1.422907352', '-1.31154573', '0.3525001109', '-0.6644108891', '-1.524408698', '-1.050018787', '-0.3961586952', '-1.14199543', '0.7936321497', '-0.3116427064', '-0.7801121473', '-0.7095650434', '-0.1988395602', '-0.5360434651', '-2.574662447', '-1.431162', '-0.7621261477', '-1.050442934', '-1.627894998', '-2.132938623', '-1.871696591', '-1.823260784', '-1.760280132', '-1.381042361', '-0.2833126783', '-1.295005441', '-2.282601833', '-1.956019402', '-1.339280486', '-1.934223413', '-0.777780652', '-1.549252987', '-1.969327927', '-1.727502108', '-1.552594066', '-1.735988021', '-2.314455032', '-1.71487534', '-1.814447641', '-1.43270278', '-1.890852451', '-1.937513828', '-1.225280404', '-1.216015577', '-1.643452406', '-2.176670313', '-2.343750238', '-2.014261961', '-1.013581991', '-1.804492474', '-2.329194307', '-2.483850479', '-2.090900898', '-2.348109961', '-1.963612556', '-2.071229935', '-1.987733126', '-2.140757084', '-2.276562691', '-1.701318622', '-1.879988551', '-2.342341661', '-1.320360303', '-1.187774062', '-1.451555967', '-1.563926697', '-1.351170182', '-1.28996706', '-1.939510107', '-1.260326505', '-1.11779356']"
1006,"['0.01828830875', '0.6721102595', '1.722907066', '-0.233069092', '-0.3063275516', '-0.5273044705', '-1.688248277', '-0.6325833797', '-0.6736139059', '0.135355249', '0.6687301993', '-2.001875639', '-2.944573164', '-2.192515373', '-1.877973795', '-2.627308369', '0.1475010514', '-1.398785591', '-2.498193741', '-2.108712673', '-2.28171134', '-2.744865417', '0.614589572', '-0.5435845852', '-2.404271603', '-2.449835062', '-1.680751085', '-1.860754728', '-0.7850630879', '-0.3415099382', '-1.905135036', '-2.758333445', '-2.513613939', '-2.329283714', '-2.196247816', '-1.789154172', '-1.013715506', '-0.4284098148', '0.2021525949', '-0.657759726', '-1.926788688', '-2.062630892', '-1.778131127', '-1.366161108', '0.9607151151', '0.07484431565', '-2.414227486', '-2.58569026', '-1.594999433', '-2.137526989', '-2.299785376', '-1.79591012', '-1.266512394', '-1.026625395', '-1.513870716', '-0.812065959', '0.06324934214', '-0.4236846268', '0.1949511468', '-0.09180860221', '-0.7859158516', '-1.4936378', '1.965247154', '1.401483893', '0.3611727655', '-1.052443504', '-0.8396362662', '0.1345482022', '1.429736853', '0.1495154351', '-0.3804597855', '0.04082779214', '-1.104021192', '0.8275322914', '0.7050202489', '0.2222034782', '0.2260163724', '-0.2677187324', '-0.7776843309', '1.384736419', '0.5323842168', '-0.4122424722', '2.060607672', '0.7850039005', '-0.2292999774']","['0.2930948436', '0.395873785', '2.641007185', '2.171681881', '2.431463003', '1.674634933', '-1.852476239', '2.049574375', '2.170731544', '2.015337944', '-1.234952331', '-0.8854662776', '1.093265772', '1.495646119', '-1.504419804', '-2.985348463', '-1.12959528', '1.309361815', '2.243597269', '1.945908785', '0.7215963602', '-2.59893918', '1.275437117', '2.497389555', '2.24398613', '2.007594824', '1.337017775', '-0.8730450273', '-3.407297134', '-2.892647505', '-1.046643853', '-1.959159851', '-0.6538569927', '0.589815557', '0.1879170239', '-2.52119422', '-2.993322849', '-2.10998559', '-0.6158832312', '0.8187503815', '1.250439763', '-0.07962998003', '-0.9499174953', '-2.13183403', '0.05705361068', '1.308383226', '0.9812918901', '0.1808977127', '-0.1993434578', '-0.947250247', '-0.3980903625', '-0.8454910517', '-0.537673533', '-0.947034955', '-1.90319407', '-1.658115864', '0.6736994386', '-0.2514232993', '0.2618481815', '0.5693330169', '0.2698518336', '-1.186481118', '0.8707153201', '0.9830157757', '1.065517783', '0.4711272418', '0.1634412706', '-1.148216844', '1.117226601', '1.359812737', '0.3863689005', '0.0997550562', '-0.2061504871', '0.2247332782', '-1.24640429', '-0.9136735797', '0.06970189512', '-0.7500406504', '-0.7978590727', '1.181092262', '1.541425943', '1.477132559', '1.454920173', '2.113787174', '2.894540548']","['1.608701587', '0.5750633478', '2.347821236', '0.7245307565', '0.724984169', '0.7177494764', '0.8033459187', '-1.110278368', '-1.356189132', '-0.5596274137', '1.14879787', '1.908112526', '0.07352690399', '-0.1342405081', '-0.4760887623', '0.06671925634', '1.910405874', '0.2459370047', '-1.948340774', '-2.127331972', '-1.271298409', '-0.5696454644', '0.5134180188', '-1.646133304', '-3.510491371', '-3.607060432', '-2.315550566', '-1.716981769', '-1.389148831', '-0.9543078542', '-0.1732486635', '-0.02911032736', '-0.9722698927', '-1.129810333', '-1.028632402', '-1.989896536', '-1.24168694', '0.5850634575', '-0.2926641107', '-2.652665854', '-4.181668282', '-3.027702332', '-2.360474348', '-2.332291365', '-0.9608956575', '-3.63276577', '-5.355850697', '-4.456109047', '-3.340517044', '-3.341206551', '2.191900969', '1.551645875', '2.267351627', '0.4278618693', '-1.119139671', '-2.041018724', '-0.3998946548', '0.5111319423', '-0.04076451063', '0.05577960238', '-0.4163703322', '-2.376393318', '-1.572238326', '-2.091406345', '-2.807231665', '-2.48256278', '-2.186951399', '-2.274324894', '-3.157965422', '-3.956789017', '-3.337166786', '-2.407394171', '-2.920004606', '3.011882782', '0.742960155', '-1.084444046', '2.645558596', '-0.4868721366', '-2.39232111', '0.02584910206', '-1.942027092', '-3.014304399', '-1.70571053', '-2.867089987', '-2.622348309']","['0.6746909022', '-0.1408106089', '-1.171837807', '-0.8899087906', '-0.414450556', '0.2667648494', '0.6025431752', '-1.998376966', '-2.166414738', '-0.6985254288', '1.432976365', '-2.166968107', '-1.842322826', '-0.5508196354', '-0.9749476314', '-1.071026683', '-1.652139902', '-2.126873255', '-1.858287215', '-1.344946265', '-1.06323123', '-0.9776735306', '-2.305382013', '-1.990066409', '-2.147497416', '-1.864396811', '-0.7526472807', '-0.5366216898', '-1.160255909', '-0.4460023642', '0.5084562898', '-0.6272713542', '-2.225728273', '-1.649596214', '-1.175997734', '-1.248499155', '-0.574960649', '0.7156170607', '-1.15016067', '-2.280017614', '-2.618005514', '-2.244064808', '-1.800691962', '-1.494052887', '-2.084115028', '-1.894127846', '-2.262346506', '-2.068142414', '-0.9890620112', '-1.276316404', '0.4039791524', '-0.2688686252', '-0.4638978839', '-0.347941488', '-0.7996148467', '-0.08783135563', '1.596445799', '0.932045877', '-0.339133054', '0.1358909458', '0.005337577779', '-0.4695423841', '1.013044953', '-0.15735735', '-1.13415885', '-1.839845061', '-0.9116466045', '-0.5541897416', '-1.102847695', '-1.534045696', '-1.789236903', '-0.1878557205', '0.01357754599', '1.226453304', '-0.5037779212', '-0.7553077936', '0.5209243298', '-0.1649075896', '-0.120003067', '0.8311476111', '0.5918976665', '0.5266957879', '0.8493495584', '0.4388890564', '0.2509699464']","['0.1915716082', '-0.3866831958', '0.1385852247', '-1.309160113', '-0.3022447228', '1.601507545', '0.3698090017', '-1.155731559', '-0.6698176861', '1.336372256', '1.34504509', '-1.241825461', '-0.7132314444', '0.8411777616', '0.2382005453', '0.3114753067', '-0.6994158626', '-0.5927734375', '-1.210011482', '-0.8099945188', '0.1825600266', '-0.7485935688', '0.4185630679', '-0.08842206746', '-1.629742265', '-1.315243244', '0.6479656696', '-0.2459606975', '-1.261825442', '0.8165758252', '0.3450918496', '-0.4588864446', '-0.7315028906', '-0.0734012574', '-0.06842822582', '-1.218439817', '0.06687114388', '-0.3261140585', '0.02213539742', '0.2708563805', '0.2016824633', '-0.6461706161', '-1.223118424', '-1.138520956', '-0.1026738063', '0.01605949551', '-0.4384945035', '-0.9502075911', '-0.3033094406', '-1.348834276', '1.13122344', '0.8728799224', '1.719696164', '0.6155040264', '-0.1775164753', '0.07473881543', '1.855117559', '2.778571844', '2.600785732', '1.948763609', '1.4724648', '-0.1574165225', '3.058138371', '2.977888584', '2.852013826', '0.8442980647', '-0.3331951499', '-0.4722010791', '1.425988674', '2.011625051', '0.625996232', '0.4592333138', '-1.25370121', '2.647928238', '1.589923501', '1.470471978', '2.341542482', '1.502328992', '1.990712643', '3.112041712', '3.082414865', '3.020955563', '3.33003521', '3.925035954', '3.0397892']","['-2.066001654', '-1.14697814', '-1.28757441', '-2.608522892', '-2.715281487', '-2.481438875', '-1.787848949', '-2.280183315', '-1.986594439', '-1.284654617', '-0.9026909471', '-1.519922376', '-1.48753643', '-1.850764155', '-2.482914448', '-1.200618863', '-1.328508973', '-1.30434227', '-1.614094019', '-1.897089243', '-3.029175043', '-2.834966183', '-0.04338138923', '-0.8886634111', '-1.67841351', '-2.023362637', '-2.01550293', '-2.254872322', '-3.931278944', '-3.031450748', '0.905475378', '0.2600949109', '-0.7508377433', '-0.8892461658', '-1.792774916', '-3.026487589', '-2.04353714', '0.5337060094', '-0.6858189106', '-1.182709575', '-1.486890674', '-2.02331996', '-2.943169117', '-2.982279062', '-0.8119666576', '-1.079395771', '-1.560543656', '-2.456525326', '-2.75651145', '-3.152595997', '1.377609968', '1.817963839', '-0.02026009932', '-1.838781238', '-2.714881659', '-3.64347887', '2.639168501', '1.564239264', '-0.06442580372', '-0.5101072192', '-1.028974414', '-2.377249479', '0.6992971897', '0.0145925479', '-0.422534138', '-1.351702213', '-1.957963705', '-2.089129925', '0.777068913', '-0.04275074974', '-1.798669934', '-2.437861919', '-2.618170977', '0.3101379573', '-1.067475319', '-2.391932726', '-0.7711883783', '-1.415631294', '-2.205580711', '-0.1212957352', '-0.05711944401', '-0.2845971882', '0.8734269738', '0.8141567111', '0.4324010611']"
1009,"['-2.512530565', '-3.290570498', '-3.770330191', '-3.02102375', '-2.308381557', '-2.630350113', '-2.644515276', '-4.443226814', '-3.265287161', '-2.567358017', '-1.571550369', '-1.411870241', '-1.435071349', '-1.993920922', '-2.862262487', '-2.977971077', '-2.283231497', '-2.962909222', '-2.14465785', '-1.779648066', '-2.787554979', '-2.230961561', '-1.072042108', '-2.660807371', '-2.58432579', '-1.587972999', '-1.960875034', '-1.23131907', '-1.840564489', '-2.087324619', '0.01668648422', '-1.110691786', '-2.149344206', '-2.336009979', '-2.431008339', '-2.861696959', '-2.559279442', '0.03247841448', '-2.034307241', '-2.787596464', '-2.220352173', '-2.030242682', '-3.110568285', '-2.511468172', '-1.233587146', '-2.098188877', '-1.486249089', '-1.064000845', '-1.84233129', '-1.25994885', '-3.749606371', '-2.652891636', '-3.65346694', '-3.507085562', '-2.61485815', '-1.812802792', '-1.768189311', '-1.849320889', '-3.179526091', '-3.540843725', '-2.967635393', '-2.615922451', '-2.607889652', '-3.31170249', '-3.427533627', '-3.309790611', '-3.310698748', '-2.204608917', '-3.292788982', '-2.971061468', '-2.709065437', '-2.965283155', '-1.347939849', '-1.91543448', '-2.482177973', '-2.50842905', '-2.219626665', '-2.925383806', '-2.483092785', '-3.015836954', '-3.128464222', '-2.519270897', '-3.704472542', '-3.794630289', '-3.103599072']","['-2.569253683', '-2.352098942', '-3.677200079', '-3.42036891', '-3.028244972', '-3.008733034', '-1.824844122', '-2.676437378', '-2.315191031', '-1.841388226', '-1.071406007', '-1.856389284', '-2.295752764', '-3.099155426', '-3.524749994', '-3.033484221', '-1.681327462', '-2.480246782', '-2.762023926', '-3.564382076', '-3.856426001', '-2.447123766', '-0.8956483006', '-1.687860847', '-2.413724184', '-1.901425123', '-1.83395052', '-1.448514104', '-2.663426638', '-2.789402246', '-0.2738831639', '-1.442872882', '-2.266265154', '-2.721476316', '-3.329008818', '-3.334916592', '-2.337803841', '-0.06030322984', '-1.281896234', '-2.062804222', '-2.429000139', '-3.34243989', '-3.716345549', '-2.499522448', '-1.174437165', '-1.386592507', '-1.223137259', '-1.153400302', '-1.934615374', '-2.078936815', '-1.769159198', '-1.91236794', '-2.313792944', '-2.423296213', '-2.465017796', '-2.022286892', '-0.7477294803', '-1.477038383', '-2.408124924', '-2.922468901', '-2.929695845', '-2.092399597', '-1.489002228', '-1.996580601', '-2.136877775', '-2.19844985', '-1.960425019', '-1.109537601', '-1.120610714', '-0.9611269832', '-1.014777899', '-1.639015794', '-1.470743537', '-0.5170688033', '-1.379842997', '-2.417952538', '-0.7424886823', '-1.71732676', '-2.420642614', '-1.334681273', '-2.054476023', '-2.230632305', '-1.246245265', '-1.429580569', '-1.183981419']","['-3.325027466', '-4.792319298', '-4.475506783', '-5.326955318', '-5.40941', '-4.998058319', '-3.729921818', '-5.728024006', '-6.92438364', '-6.384650707', '-4.141848087', '-4.793412685', '-4.307150841', '-4.149494648', '-3.746005774', '-2.782926798', '-2.490443945', '-4.734727859', '-5.743967056', '-5.944886684', '-4.305706024', '-2.529108524', '0.1274853498', '-3.42398119', '-5.713097095', '-6.218241692', '-4.829092979', '-3.398700714', '-4.338465691', '-3.488068342', '-1.362019062', '-3.675272226', '-5.08320713', '-4.910496235', '-4.867278099', '-4.116038322', '-2.410661459', '0.3197851777', '-1.716906071', '-3.648354053', '-4.76947403', '-5.353004932', '-3.661291599', '-1.800307274', '-0.6749183536', '-1.954000831', '-3.650350094', '-4.097559452', '-3.362240076', '-2.763418674', '-2.00069046', '-2.06236577', '-4.026677608', '-4.951899529', '-4.412022114', '-3.395020962', '-0.6041824818', '-1.761108637', '-3.849152327', '-4.857027054', '-4.887294292', '-3.798617125', '-1.95560813', '-2.688211918', '-3.832082748', '-4.836084843', '-3.891637087', '-1.841574788', '-1.603836298', '-2.451859713', '-3.25828743', '-3.543992758', '-2.682679415', '-2.079077482', '-3.280882359', '-3.423957109', '-2.581851482', '-3.594084501', '-3.032260656', '-2.647271633', '-3.327167988', '-3.315990925', '-1.032028913', '-2.173755646', '-3.516407967']","['-1.26760447', '-2.023323059', '-1.813156247', '-2.402223825', '-2.527805805', '-1.893665433', '-0.2104374915', '-2.743096113', '-2.610257387', '-1.531270385', '-0.3142038584', '-2.868255615', '-2.336979389', '-2.949736357', '-3.022819996', '-2.09693408', '-1.373651266', '-1.957984447', '-2.379226685', '-2.977076054', '-2.376385689', '-0.5342184901', '-0.155492872', '-0.8361970782', '-2.200481653', '-2.566721201', '-1.343698025', '-0.3821404278', '-2.993361235', '-2.086704969', '-0.6233518124', '-2.518026352', '-3.236537695', '-2.256271124', '-2.799858809', '-3.02627635', '-1.292072058', '0.1677220762', '-0.5724211335', '-1.292186737', '-1.825206041', '-2.859997511', '-2.568255186', '-0.6091223359', '0.4114508629', '-0.2495883405', '-1.528414249', '-2.03316021', '-1.301780224', '-0.8438862562', '-0.8579761386', '-2.058701754', '-3.491673946', '-3.073183775', '-2.319118977', '-1.782248974', '0.4075375795', '-1.31718719', '-2.54455781', '-2.212498903', '-2.30252862', '-1.863133073', '-0.04063374177', '-0.4831756949', '-0.9980396032', '-2.078420162', '-2.161513567', '-0.3151194453', '0.5215610862', '-0.4899572134', '-1.339158058', '-1.897942781', '-1.475254893', '-1.266775489', '-1.87838006', '-1.870087862', '-1.827038407', '-2.031110287', '-1.214487076', '-1.482030392', '-1.308066368', '-0.9777498841', '0.3522002697', '0.05296597257', '-1.135730743']","['-1.260939479', '-2.024017096', '-0.6778907776', '-0.5830306411', '-0.6116518378', '-0.1421602964', '0.7241854668', '-2.818378925', '-2.159418583', '-0.8450764418', '0.4372496903', '1.033898473', '1.225867867', '0.4179053605', '-0.374902308', '-0.4306179285', '-1.297629118', '-0.9906870127', '-0.4790189564', '-0.2795416713', '0.003015367547', '0.2078165561', '-1.585063934', '-1.885083914', '-1.97025907', '-1.610884786', '-0.4452811778', '0.903064549', '-1.794052839', '-1.935351729', '0.6567063928', '1.183234692', '1.275336146', '0.6474106312', '-0.4573095143', '-1.729692459', '-1.91980803', '-0.8695577383', '-1.241282225', '-0.9146903157', '-0.737716496', '-0.4475441575', '-0.7917892933', '-1.295178413', '-1.75363183', '-1.630529404', '-1.299723744', '-0.7342433333', '-0.7462469339', '-0.4005899727', '-0.9423711896', '0.3274121583', '0.719355762', '0.3271217644', '-1.028939962', '-2.231354713', '-0.03352554142', '1.187548161', '1.460348606', '0.6100485921', '-0.5234797597', '-1.771052003', '-0.1006728038', '-0.05811856315', '-0.5475931168', '-0.3941485882', '-0.6947916746', '-1.225788236', '-1.464844942', '-0.9202625751', '-0.1968267858', '-0.2506036162', '-0.5307474732', '0.9158304334', '0.1719305813', '-0.2760320902', '1.373973608', '0.6137810349', '-0.3486464918', '1.536623359', '1.06230092', '0.4942872226', '0.5642912388', '0.2042866349', '0.4229868352']","['-0.6674085855', '-3.639524221', '-0.5337668061', '-0.1661694795', '-0.7353667617', '-1.295926571', '-0.342412889', '-4.733939171', '-3.456000328', '-1.879643083', '-0.3697064221', '1.17874825', '2.259547234', '1.254803896', '-0.136039868', '0.391251713', '-1.004925847', '-0.4575592577', '0.2269140184', '-0.1202580854', '-0.6208947897', '0.3687036633', '-1.849903703', '-1.736896992', '-2.122892141', '-2.0560534', '-1.362272501', '0.234206602', '-1.022791982', '-0.3268397748', '0.4209507108', '0.9078371525', '0.4635515213', '0.7321926951', '0.2441322953', '-0.418677181', '0.1346150041', '-1.137862086', '-0.7269051075', '-0.7465398312', '-0.107925877', '0.06095796824', '-0.2687070072', '0.5020113587', '-1.093587995', '-0.9648423791', '-0.8994620442', '-1.015725017', '-0.898874104', '0.3900656104', '-0.6538406014', '0.5987222195', '0.4131978452', '0.5511966348', '0.2422960401', '-0.05952706188', '1.417058587', '1.323146343', '0.31283167', '0.07196502388', '-0.04912073165', '-0.4308471382', '-0.07598092407', '-0.6274598241', '-0.3516230881', '-0.3762347102', '-0.6634736061', '0.2499977946', '-0.582490921', '0.01692438871', '-0.1613375247', '-0.7249411345', '0.2830017209', '1.748816013', '1.291242003', '0.6728215218', '1.626010418', '1.464800715', '0.9407350421', '0.8684409261', '0.962436676', '0.5573377013', '-0.09758799523', '0.2677713335', '-0.2925717533']"
